任务ID(末3位是任务的id，前面位表示归属的目标id，1001001即目标id=1001、任务id=1),归属目标(SurviveObjectiveDef的ID),名称,描述(加上@1会显示任务计数，使用@item_道具id#添加可查看详情的道具),任务追踪框描述(使用@item_道具id#添加道具文本，默认颜色#cfa7a0f),任务完成事件类型【1自动完成，2破坏方块，3获得道具，4加工道具，5冶炼道具，6道具损坏，7使用道具，8击败生物，9繁殖生物，10驯服生物，11玩家死亡，12（未用），13设置复活点，14抵达生态，15生存时间，16跳过夜晚，17方块交互(手持GoalID1:item点GoalID2:item，GoalID1=0为直接点击方块，GoalID2=0为放置方块)，18符文镶嵌(消耗指定符文石道具)，19修复道具，20烹饪道具，21施肥，22生物交互(手持GoalID1:item点GoalID2:monster，GoalID1=0为直接点击生物，不允许GoalID2=0)，23NPC交易，24游戏开始完成，25抵达星球，26编书，27钓鱼，28拆书，29符文镶嵌(消耗指定副材料道具)，30（未用），31符文镶嵌(获得指定效果类型EnchantType)，32种植，33放置方块（A放在B顶面），34穿戴装备】,任务完成对象(道具：I_itemID(若使用组则填“IG_道具ID”)、生物：M_monsterID、生态：B_biometypename、星球：P_planet(0=迷拉星，1=烈焰星，2=萌眼星)、T_tunestoneEnchantType，0代表任意),任务完成对象交互对象(17、22类型的任务需要配置Goal ID1和Goal ID2，使用1去交互2),任务完成对象所需数值,X轴(在任务展示框中的横轴坐标),Y轴(在任务展示框中的纵轴坐标),前置任务ID1,前置任务ID2,前置任务ID3,前置任务ID4,前置任务ID5,自动跟踪下个任务ID,任务奖励类型(0道具，1星星),任务奖励(奖励为星星则不填或填0),奖励数量,奖励发放类型(1=自动发放 2=手动领取),任务icon(填写“id”，获取显示对应item的图标，填写“#id”表示使用生物头像，路径：Assetruntime\Assets\Resources\ui\roles),指引图片(读取Assetruntime\Assets\Resources\ui\survivetaskguide目录下的文件名),旧版成就ID(对应achievement.csv)
2011004,2011,圆盘珊瑚鱼竿,加工@item_12724#@1#r(海边渔村有一个头顶皇冠的钓鱼高手，从他那才能获得@item_11939#),加工@item_12724#@1,4,I_12724,,1,2,3,2011001,,,,,2011005,0,490,5,2,12724,2011004,
2011005,2011,树珊瑚鱼竿,加工@item_12725#@1#r(海边渔村有一个头顶皇冠的钓鱼高手，从他那才能获得@item_11940#),加工@item_12725#@1,4,I_12725,,1,2,4,2011001,,,,,2011006,0,492,5,2,12725,2011005,
2011006,2011,金色呆呆鱼I,钓到@item_13609#@1#r(用珊瑚鱼竿才有可能钓到),钓到@item_13609#@1,27,I_13609,,10,1,5,,,,,,2011007,0,13609,3,2,13609,2011006,
2011007,2011,金色呆呆鱼Ⅱ,钓到@item_13609#@1#r(用珊瑚鱼竿才有可能钓到),钓到@item_13609#@1,27,I_13609,,100,2,5,,,,,,2011008,1,0,3,2,13609,2011006,
2011008,2011,金色奇奇鱼I,钓到@item_13610#@1#r(用珊瑚鱼竿才有可能钓到),钓到@item_13610#@1,27,I_13610,,10,4,5,,,,,,2011009,0,13610,3,2,13610,2011008,
2011009,2011,金色奇奇鱼Ⅱ,钓到@item_13610#@1#r(用珊瑚鱼竿才有可能钓到),钓到@item_13610#@1,27,I_13610,,100,5,5,,,,,,2011010,1,0,3,2,13610,2011008,
2011010,2011,金色丑丑鱼I,钓到@item_13611#@1#r(用珊瑚鱼竿才有可能钓到),钓到@item_13611#@1,27,I_13611,,10,7,5,,,,,,2011011,0,13611,3,2,13611,2011010,
2011011,2011,金色丑丑鱼Ⅱ,钓到@item_13611#@1#r(用珊瑚鱼竿才有可能钓到),钓到@item_13611#@1,27,I_13611,,100,8,5,,,,,,2011012,1,0,3,2,13611,2011010,
2011012,2011,鳐鱼I,钓到@item_13602#@1,钓到@item_13602#@1,27,I_13602,,10,10,5,,,,,,2011013,0,11319,5,2,13602,2011012,
2011013,2011,鳐鱼Ⅱ,钓到@item_13602#@1,钓到@item_13602#@1,27,I_13602,,100,11,5,,,,,,2011014,0,11319,20,2,13602,2011012,
2011014,2011,红色呆呆鱼I,钓到@item_13618#@1,钓到@item_13618#@1,27,I_13618,,10,1,6,,,,,,2011015,0,12520,5,2,13618,2011014,
2011015,2011,红色呆呆鱼Ⅱ,钓到@item_13618#@1,钓到@item_13618#@1,27,I_13618,,100,2,6,,,,,,2011016,0,12520,20,2,13618,2011014,
2011016,2011,红色奇奇鱼I,钓到@item_13617#@1,钓到@item_13617#@1,27,I_13617,,10,4,6,,,,,,2011017,0,12704,5,2,13617,2011016,
2011017,2011,红色奇奇鱼Ⅱ,钓到@item_13617#@1,钓到@item_13617#@1,27,I_13617,,100,5,6,,,,,,2011018,0,12704,20,2,13617,2011016,
2011018,2011,紫色丑丑鱼I,钓到@item_13614#@1,钓到@item_13614#@1,27,I_13614,,10,7,6,,,,,,2011019,0,12703,5,2,13614,2011018,
2011019,2011,紫色丑丑鱼Ⅱ,钓到@item_13614#@1,钓到@item_13614#@1,27,I_13614,,100,8,6,,,,,,2011020,0,12703,20,2,13614,2011018,
2011020,2011,小海马,钓到@item_13624#@1#r(用珊瑚鱼竿，并且在海洋垂钓才有可能钓到),钓到@item_13624#@1,27,I_13624,,50,10,6,,,,,,2011021,0,12718,10,2,13624,2011020,
2011021,2011,海马,钓到@item_13623#@1#r(用珊瑚鱼竿，并且在海洋垂钓才有可能钓到),钓到@item_13623#@1,27,I_13623,,50,11,6,,,,,,2011022,0,12718,10,2,13623,2011021,
2011022,2011,淡蓝呆呆鱼I,钓到@item_13604#@1,钓到@item_13604#@1,27,I_13604,,10,1,7,,,,,,2011023,0,12520,5,2,13604,2011022,
2011023,2011,淡蓝呆呆鱼Ⅱ,钓到@item_13604#@1,钓到@item_13604#@1,27,I_13604,,100,2,7,,,,,,2011024,0,12520,20,2,13604,2011022,
2011024,2011,淡蓝奇奇鱼I,钓到@item_13607#@1,钓到@item_13607#@1,27,I_13607,,10,4,7,,,,,,2011025,0,12704,5,2,13607,2011024,
2011025,2011,淡蓝奇奇鱼Ⅱ,钓到@item_13607#@1,钓到@item_13607#@1,27,I_13607,,100,5,7,,,,,,2011026,0,12704,20,2,13607,2011024,
2011026,2011,橙色丑丑鱼I,钓到@item_13619#@1,钓到@item_13619#@1,27,I_13619,,10,7,7,,,,,,2011027,0,12703,5,2,13619,2011026,
2011027,2011,橙色丑丑鱼Ⅱ,钓到@item_13619#@1,钓到@item_13619#@1,27,I_13619,,100,8,7,,,,,,2011028,0,12703,20,2,13619,2011026,
2011028,2011,螃蟹I,钓到@item_13621#@1,钓到@item_13621#@1,27,I_13621,,10,10,7,,,,,,2011029,0,12581,5,2,13621,2011028,
2011029,2011,螃蟹Ⅱ,钓到@item_13621#@1,钓到@item_13621#@1,27,I_13621,,100,11,7,,,,,,2011030,0,12581,20,2,13621,2011028,
2011030,2011,深蓝呆呆鱼I,钓到@item_13605#@1,钓到@item_13605#@1,27,I_13605,,10,1,8,,,,,,2011031,0,12520,5,2,13605,2011030,
2011031,2011,深蓝呆呆鱼Ⅱ,钓到@item_13605#@1,钓到@item_13605#@1,27,I_13605,,100,2,8,,,,,,2011032,0,12520,20,2,13605,2011030,
2011032,2011,黄色奇奇鱼I,钓到@item_13613#@1,钓到@item_13613#@1,27,I_13613,,10,4,8,,,,,,2011033,0,12704,5,2,13613,2011032,
2011033,2011,黄色奇奇鱼Ⅱ,钓到@item_13613#@1,钓到@item_13613#@1,27,I_13613,,100,5,8,,,,,,2011034,0,12704,20,2,13613,2011032,
2011034,2011,条纹丑丑鱼I,钓到@item_13616#@1,钓到@item_13616#@1,27,I_13616,,10,7,8,,,,,,2011035,0,12703,5,2,13616,2011034,
2011035,2011,条纹丑丑鱼Ⅱ,钓到@item_13616#@1,钓到@item_13616#@1,27,I_13616,,100,8,8,,,,,,2011036,0,12703,20,2,13616,2011034,
2011036,2011,水母I,钓到@item_13626#@1,钓到@item_13626#@1,27,I_13626,,10,10,8,,,,,,2011037,0,12719,3,2,13626,2011036,
2011037,2011,水母Ⅱ,钓到@item_13626#@1,钓到@item_13626#@1,27,I_13626,,100,11,8,,,,,,2011038,1,0,3,2,13626,2011036,
2011038,2011,粉色呆呆鱼I,钓到@item_13612#@1,钓到@item_13612#@1,27,I_13612,,10,1,9,,,,,,2011039,0,12520,5,2,13612,2011038,
2011039,2011,粉色呆呆鱼Ⅱ,钓到@item_13612#@1,钓到@item_13612#@1,27,I_13612,,100,2,9,,,,,,2011040,0,12520,20,2,13612,2011038,
2011040,2011,绿色奇奇鱼I,钓到@item_13615#@1,钓到@item_13615#@1,27,I_13615,,10,4,9,,,,,,2011041,0,12704,5,2,13615,2011040,
2011041,2011,绿色奇奇鱼Ⅱ,钓到@item_13615#@1,钓到@item_13615#@1,27,I_13615,,100,5,9,,,,,,2011042,0,12704,20,2,13615,2011040,
2011042,2011,粉红丑丑鱼I,钓到@item_13608#@1,钓到@item_13608#@1,27,I_13608,,10,7,9,,,,,,2011043,0,12703,5,2,13608,2011042,
2011043,2011,粉红丑丑鱼Ⅱ,钓到@item_13608#@1,钓到@item_13608#@1,27,I_13608,,100,8,9,,,,,,2011044,0,12703,20,2,13608,2011042,
2011044,2011,灯笼鱼I,钓到@item_13600#@1,钓到@item_13600#@1,27,I_13600,,10,10,9,,,,,,2011045,0,11318,5,2,13600,2011044,
2011045,2011,灯笼鱼Ⅱ,钓到@item_13600#@1,钓到@item_13600#@1,27,I_13600,,100,11,9,,,,,,2011046,0,11318,20,2,13600,2011044,
2011046,2011,黑色呆呆鱼I,钓到@item_13606#@1,钓到@item_13606#@1,27,I_13606,,10,1,10,,,,,,2011047,0,12520,5,2,13606,2011046,
2011047,2011,黑色呆呆鱼Ⅱ,钓到@item_13606#@1,钓到@item_13606#@1,27,I_13606,,100,2,10,,,,,,2011048,0,12520,20,2,13606,2011046,
2011048,2011,魔鬼鱼I,钓到@item_13629#@1,钓到@item_13629#@1,27,I_13629,,10,4,10,,,,,,2011049,0,12067,5,2,13629,2011048,
2011049,2011,魔鬼鱼Ⅱ,钓到@item_13629#@1,钓到@item_13629#@1,27,I_13629,,100,5,10,,,,,,2011050,1,0,3,2,13629,2011048,
2011050,2011,荧光棒藻鱼I,钓到@item_13630#@1,钓到@item_13630#@1,27,I_13630,,10,7,10,,,,,,2011051,0,11318,5,2,13630,2011050,
2011051,2011,荧光棒藻鱼Ⅱ,钓到@item_13630#@1,钓到@item_13630#@1,27,I_13630,,100,8,10,,,,,,2011052,1,0,3,2,13630,2011050,
2011052,2011,飞鱼I,钓到@item_13627#@1,钓到@item_13627#@1,27,I_13627,,10,10,10,,,,,,2011053,0,12064,5,2,13627,2011052,
2011053,2011,飞鱼Ⅱ,钓到@item_13627#@1,钓到@item_13627#@1,27,I_13627,,100,11,10,,,,,,2011054,0,12064,20,2,13627,2011052,
2011054,2011,远方的漂流瓶,钓到@item_27#@1,钓到@item_27#@1,27,I_27,,300,1,11,,,,,,2011055,1,0,2,2,27,,
2011055,2011,藏宝图玻璃瓶,钓到@item_12616#@1#r(用珊瑚鱼竿才有可能钓到),钓到@item_12616#@1,27,I_12616,,100,2,11,,,,,,2011056,1,0,5,2,12616,,
2011056,2011,生海带,钓到@item_12615#@1,钓到@item_12615#@1,27,I_12615,,300,4,11,,,,,,2011057,1,0,2,2,12615,,
2011057,2011,便便,钓到@item_11311#@1,钓到@item_11311#@1,27,I_11311,,300,5,11,,,,,,2011058,1,0,2,2,11311,,
2011058,2011,水草,钓到@item_245#@1,钓到@item_245#@1,27,I_245,,300,7,11,,,,,,2011059,1,0,2,2,245,,
2011059,2011,漂浮的木板,钓到@item_248#@1,钓到@item_248#@1,27,I_248,,300,8,11,,,,,,2011060,1,0,2,2,248,,
2011060,2011,鲨鱼I,钓到@item_13628#@1#r(用珊瑚鱼竿，并且在海洋垂钓才有可能钓到),钓到@item_13628#@1,27,I_13628,,10,10,11,,,,,,2011061,0,12065,5,2,13628,2011060,
2011061,2011,鲨鱼Ⅱ,钓到@item_13628#@1#r(用珊瑚鱼竿，并且在海洋垂钓才有可能钓到),钓到@item_13628#@1,27,I_13628,,100,11,11,,,,,,2012001,1,0,5,2,13628,2011060,
2012001,2012,岩石Ⅰ,采集@item_104#@1#r(迷拉星随处可见),采集@item_104#@1,2,I_104,,500,1,1,,,,,,2012002,1,0,1,2,104,,1126
2012002,2012,岩石Ⅱ,采集@item_104#@1#r(迷拉星随处可见),采集@item_104#@1,2,I_104,,2000,2,1,,,,,,2012003,1,0,1,2,104,,1127
2012003,2012,铜合金矿Ⅰ,冶炼@item_451#@1#r(迷拉星产量很大的矿物),冶炼@item_451#@1,5,I_11329,,300,4,1,,,,,,2012004,1,0,1,2,11329,,1322
2012004,2012,铜合金矿Ⅱ,冶炼@item_451#@1#r(迷拉星产量很大的矿物),冶炼@item_451#@1,5,I_11329,,600,5,1,,,,,,2012005,1,0,1,2,11329,,
2012005,2012,秘银矿Ⅰ,冶炼@item_401#@1#r(在迷拉星地下中部海拔地区分布较广),冶炼@item_401#@1,5,I_11209,,300,7,1,,,,,,2012006,1,0,1,2,11209,,1091
2012006,2012,秘银矿Ⅱ,冶炼@item_401#@1#r(在迷拉星地下中部海拔地区分布较广),冶炼@item_401#@1,5,I_11209,,600,8,1,,,,,,2012007,1,0,1,2,11209,,
2012007,2012,钛合金矿Ⅰ,冶炼@item_452#@1#r(在迷拉星地下深处或空岛少有产出),冶炼@item_452#@1,5,I_11330,,100,1,2,,,,,,2012008,1,0,1,2,11330,,1324
2012008,2012,钛合金矿Ⅱ,冶炼@item_452#@1#r(在迷拉星地下深处或空岛少有产出),冶炼@item_452#@1,5,I_11330,,300,2,2,,,,,,2012009,1,0,1,2,11330,,1325
2012009,2012,钨金矿Ⅰ,冶炼@item_404#@1#r(在萌眼星地表少有分布),冶炼@item_404#@1,5,I_11203,,100,4,2,,,,,,2012010,1,0,1,2,11203,,1094
2012010,2012,钨金矿Ⅱ,冶炼@item_404#@1#r(在萌眼星地表少有分布),冶炼@item_404#@1,5,I_11203,,200,5,2,,,,,,2012011,1,0,1,2,11203,,1094
2012011,2012,炽炎矿Ⅰ,冶炼@item_400#@1#r(在烈焰星地表少有分布),冶炼@item_400#@1,5,I_11207,,200,7,2,,,,,,2012012,1,0,1,2,11207,,1100
2012012,2012,炽炎矿Ⅱ,冶炼@item_400#@1#r(在烈焰星地表少有分布),冶炼@item_400#@1,5,I_11207,,400,8,2,,,,,,2012013,1,0,1,2,11207,,1100
2012013,2012,琥珀原石Ⅰ,采集@item_406#@1#r(在迷拉星地下中下部海拔地区少有分布),采集@item_406#@1,2,I_406,,200,1,3,,,,,,2012014,1,0,1,2,11204,,
2012014,2012,琥珀原石Ⅱ,采集@item_406#@1#r(在迷拉星地下中下部海拔地区少有分布),采集@item_406#@1,2,I_406,,400,2,3,,,,,,2012015,1,0,1,2,11204,,
2012015,2012,缠丝玛瑙原石Ⅰ,采集@item_403#@1#r(在迷拉星地下中下部海拔地区少有分布),采集@item_403#@1,2,I_403,,200,4,3,,,,,,2012016,1,0,1,2,11511,,
2012016,2012,缠丝玛瑙原石Ⅱ,采集@item_403#@1#r(在迷拉星地下中下部海拔地区少有分布),采集@item_403#@1,2,I_403,,400,5,3,,,,,,2012017,1,0,1,2,11511,,
2012017,2012,云母矿Ⅰ,采集@item_407#@1#r(烈焰星产量很大的矿物),采集@item_407#@1,2,I_407,,400,7,3,,,,,,2012018,1,0,1,2,11210,,
2012018,2012,云母矿Ⅱ,采集@item_407#@1#r(烈焰星产量很大的矿物),采集@item_407#@1,2,I_407,,800,8,3,,,,,,2012019,1,0,1,2,11210,,
2012019,2012,星瞳矿石Ⅰ,采集@item_445#@1#r(萌眼星的表层或空岛上少有分布),采集@item_445#@1,2,I_445,,100,1,4,,,,,,2012020,1,0,1,2,11073,,1167
2012020,2012,星瞳矿石Ⅱ,采集@item_445#@1#r(萌眼星的表层或空岛上少有分布),采集@item_445#@1,2,I_445,,200,2,4,,,,,,2012021,1,0,1,2,11073,,1168
2012021,2012,紫荧矿石Ⅰ,采集@item_446#@1#r(萌眼星空岛上极少分布),采集@item_446#@1,2,I_446,,50,4,4,,,,,,2012022,1,0,1,2,11074,,1170
2012022,2012,紫荧矿石Ⅱ,采集@item_446#@1#r(萌眼星空岛上极少分布),采集@item_446#@1,2,I_446,,100,5,4,,,,,,2012023,1,0,1,2,11074,,1170
2012023,2012,攻击符文矿石Ⅰ,采集@item_453#@1#r(迷拉星地下及火山地区分布较广，沼泽地区产量较大),采集@item_453#@1,2,I_453,,100,7,4,,,,,,2012024,1,0,1,2,453,,1326
2012024,2012,攻击符文矿石Ⅱ,采集@item_453#@1#r(迷拉星地下及火山地区分布较广，沼泽地区产量较大),采集@item_453#@1,2,I_453,,300,8,4,,,,,,2012025,1,0,1,2,453,,
2012025,2012,防御符文矿石Ⅰ,采集@item_454#@1#r(迷拉星地下及火山地区分布较广，雨林地区产量较大),采集@item_454#@1,2,I_454,,100,1,5,,,,,,2012026,1,0,1,2,454,,1327
2012026,2012,防御符文矿石Ⅱ,采集@item_454#@1#r(迷拉星地下及火山地区分布较广，雨林地区产量较大),采集@item_454#@1,2,I_454,,300,2,5,,,,,,2012027,1,0,1,2,454,,
2012027,2012,效率符文矿石Ⅰ,采集@item_455#@1#r(迷拉星地下及火山地区分布较广，冰原地区产量较大),采集@item_455#@1,2,I_455,,100,4,5,,,,,,2012028,1,0,1,2,455,,1328
2012028,2012,效率符文矿石Ⅱ,采集@item_455#@1#r(迷拉星地下及火山地区分布较广，冰原地区产量较大),采集@item_455#@1,2,I_455,,300,5,5,,,,,,2012029,1,0,1,2,455,,
2012029,2012,玻璃Ⅰ,冶炼@item_11305#@1#r(需要先使用@item_29#加工@item_11305#),冶炼@item_11305#@1,5,I_632,,500,7,5,,,,,,2012030,1,0,1,2,632,,1087
2012030,2012,玻璃Ⅱ,冶炼@item_11305#@1#r(需要先使用@item_29#加工@item_11305#),冶炼@item_11305#@1,5,I_632,,1000,8,5,,,,,,2012031,1,0,1,2,632,,1088
2012031,2012,水泥Ⅰ,冶炼@item_11200#@1#r(需要先使用@item_11305#加工@item_11200#),冶炼@item_11200#@1,5,I_11213,,400,1,6,,,,,,2012032,1,0,1,2,11213,,
2012032,2012,水泥Ⅱ,冶炼@item_11200#@1#r(需要先使用@item_11305#加工@item_11200#),冶炼@item_11200#@1,5,I_11213,,800,2,6,,,,,,2012033,1,0,1,2,11213,,
2012033,2012,掩埋的机械Ⅰ,采集@item_598#@1#r(迷拉星地下少有分布),采集@item_598#@1,2,I_598,,100,4,6,,,,,,2012034,1,0,1,2,598,,
2012034,2012,掩埋的机械Ⅱ,采集@item_598#@1#r(迷拉星地下少有分布),采集@item_598#@1,2,I_598,,200,5,6,,,,,,2012035,1,0,1,2,598,,
2012035,2012,曙光石块Ⅰ,采集@item_536#@1#r(烈焰星分布较广),采集@item_536#@1,2,I_536,,300,7,6,,,,,,2012036,1,0,1,2,536,,
2012036,2012,曙光石块Ⅱ,采集@item_536#@1#r(烈焰星分布较广),采集@item_536#@1,2,I_536,,600,8,6,,,,,,2012037,1,0,1,2,536,,
2012037,2012,锰结核矿Ⅰ,采集@item_24#@1#r(迷拉星深海海底少有分布),采集@item_24#@1,2,I_24,,100,1,7,,,,,,2012038,1,0,1,2,12614,,
2012038,2012,锰结核矿Ⅱ,采集@item_24#@1#r(迷拉星深海海底少有分布),采集@item_24#@1,2,I_24,,200,2,7,,,,,,2012039,1,0,1,2,12614,,
2012039,2012,硫黄岩Ⅰ,冶炼@item_124#@1#r(是烈焰星地面的基本组成),冶炼@item_124#@1,5,I_11214,,500,4,7,,,,,,2012040,1,0,1,2,11214,,
2012040,2012,硫黄岩Ⅱ,冶炼@item_124#@1#r(是烈焰星地面的基本组成),冶炼@item_124#@1,5,I_11214,,1000,5,7,,,,,,2012041,1,0,1,2,11214,,
2012041,2012,凝能矿Ⅰ,采集@item_402#@1#r(迷拉星分布较广),采集@item_402#@1,2,I_402,,300,7,7,,,,,,2012042,1,0,1,2,11201,,
2012042,2012,凝能矿Ⅱ,采集@item_402#@1#r(迷拉星分布较广),采集@item_402#@1,2,I_402,,600,8,7,,,,,,2012043,1,0,1,2,11201,,
2012043,2012,星能矿Ⅰ,冶炼@item_405#@1#r(凝聚了大量星能的矿石，在烈焰星广泛分布),冶炼@item_405#@1,5,I_11664,,300,1,8,,,,,,2012044,1,0,1,2,11664,,
2012044,2012,星能矿Ⅱ,冶炼@item_405#@1#r(凝聚了大量星能的矿石，在烈焰星广泛分布),冶炼@item_405#@1,5,I_11664,,600,2,8,,,,,,3001001,1,0,1,2,11664,,
2012045,2012,霜炎石矿Ⅰ,采集@item_34#@1#r(迷拉星的雪山洞窟内少有分布),采集@item_34#@1,2,I_34,,300,4,8,,,,,,2012046,1,0,1,2,11824,,
2012046,2012,霜炎石矿Ⅱ,采集@item_34#@1#r(迷拉星的雪山洞窟内少有分布),采集@item_34#@1,2,I_34,,600,5,8,,,,,,2012047,1,0,1,2,11824,,
2012047,2012,平凡晶核矿Ⅰ,采集@item_33#@1#r(迷拉星地下少有分布),采集@item_33#@1,2,I_33,,300,7,8,,,,,,2012048,1,0,1,2,11570,,
2012048,2012,平凡晶核矿Ⅱ,采集@item_33#@1#r(迷拉星地下少有分布),采集@item_33#@1,2,I_33,,600,8,8,,,,,,3001001,1,0,1,2,11570,,
3001001,3001,木棒Ⅰ,加工@item_12001#@1,加工@item_12001#@1,4,I_12001,,3,1,1,,,,,,3001002,0,11323,5,2,12001,,1298
3001002,3001,木棒Ⅱ,加工@item_12001#@1,加工@item_12001#@1,4,I_12001,,20,2,1,,,,,,3001003,0,11323,10,2,12001,,
3001003,3001,尖尖碰碰锤Ⅰ,加工@item_11230#@1#r(材料之一的@item_242#需要到沙漠去找找才行),加工@item_11230#@1,4,I_11230,,3,4,1,,,,,,3001004,0,242,5,2,11230,,1298
3001004,3001,尖尖碰碰锤Ⅱ,加工@item_11230#@1#r(材料之一的@item_242#需要到沙漠去找找才行),加工@item_11230#@1,4,I_11230,,20,5,1,,,,,,3001005,0,242,10,2,11230,,
3001005,3001,石矛Ⅰ,加工@item_12002#@1,加工@item_12002#@1,4,I_12002,,3,7,1,,,,,,3001006,0,11627,5,2,12002,,1298
3001006,3001,石矛Ⅱ,加工@item_12002#@1,加工@item_12002#@1,4,I_12002,,20,8,1,,,,,,3001007,0,11627,10,2,12002,,
3001007,3001,突刺长枪Ⅰ,加工@item_12004#@1,加工@item_12004#@1,4,I_12004,,3,1,2,,,,,,3001008,0,11329,5,2,12004,,1298
3001008,3001,突刺长枪Ⅱ,加工@item_12004#@1,加工@item_12004#@1,4,I_12004,,20,2,2,,,,,,3001009,0,11329,10,2,12004,,
3001009,3001,短剑Ⅰ,加工@item_12003#@1,加工@item_12003#@1,4,I_12003,,3,4,2,,,,,,3001010,0,11209,5,2,12003,,1298
3001010,3001,短剑Ⅱ,加工@item_12003#@1,加工@item_12003#@1,4,I_12003,,20,5,2,,,,,,3001011,0,11209,10,2,12003,,
3001011,3001,能量剑Ⅰ,加工@item_12005#@1,加工@item_12005#@1,4,I_12005,,3,7,2,,,,,,3001012,0,11203,5,2,12005,,1298
3001012,3001,能量剑Ⅱ,加工@item_12005#@1,加工@item_12005#@1,4,I_12005,,20,8,2,,,,,,3001013,0,11203,10,2,12005,,
3001013,3001,收割者Ⅰ,加工@item_12009#@1,加工@item_12009#@1,4,I_12009,,3,1,3,,,,,,3001014,0,11330,5,2,12009,,1298
3001014,3001,收割者Ⅱ,加工@item_12009#@1,加工@item_12009#@1,4,I_12009,,20,2,3,,,,,,3001015,0,11330,10,2,12009,,
3001015,3001,钛金战锤Ⅰ,加工@item_12010#@1,加工@item_12010#@1,4,I_12010,,3,4,3,,,,,,3001016,0,11330,5,2,12010,,
3001016,3001,钛金战锤Ⅱ,加工@item_12010#@1,加工@item_12010#@1,4,I_12010,,20,5,3,,,,,,3001017,0,11330,10,2,12010,,
3001017,3001,魔鬼鱼叉Ⅰ,加工@item_12063#@1#r(魔鬼鱼需要到海里去才能找到),加工@item_12063#@1,4,I_12063,,3,7,3,,,,,,3001018,0,11209,5,2,12063,,
3001018,3001,魔鬼鱼叉Ⅱ,加工@item_12063#@1#r(魔鬼鱼需要到海里去才能找到),加工@item_12063#@1,4,I_12063,,20,8,3,,,,,,3001019,0,11209,10,2,12063,,
3001019,3001,蝎壳盾Ⅰ,加工@item_12309#@1#r(@item_11632#需要使用钝器攻击巨型毒尾蝎才能获得),加工@item_12309#@1,4,I_12309,,3,1,4,,,,,,3001020,0,11632,5,2,12309,,
3001020,3001,蝎壳盾Ⅱ,加工@item_12309#@1#r(@item_11632#需要使用钝器攻击巨型毒尾蝎才能获得),加工@item_12309#@1,4,I_12309,,20,2,4,,,,,,3001021,0,11632,10,2,12309,,
3001021,3001,蝎刺盾Ⅰ,加工@item_12310#@1#r(@item_11633#需要使用利器攻击巨型毒尾蝎才能获得),加工@item_12310#@1,4,I_12310,,3,4,4,,,,,,3001022,0,11633,5,2,12310,,
3001022,3001,蝎刺盾Ⅱ,加工@item_12310#@1#r(@item_11633#需要使用利器攻击巨型毒尾蝎才能获得),加工@item_12310#@1,4,I_12310,,20,5,4,,,,,,3001023,0,11633,10,2,12310,,
3001023,3001,回旋镖Ⅰ,加工@item_11592#@1,加工@item_11592#@1,4,I_11592,,3,7,4,,,,,,3001024,0,11207,5,2,11592,,
3001024,3001,回旋镖Ⅱ,加工@item_11592#@1,加工@item_11592#@1,4,I_11592,,20,8,4,,,,,,3001025,0,11207,10,2,11592,,
3001025,3001,平凡法杖,加工@item_11580#@1,加工@item_11580#@1,4,I_11580,,10,1,5,,,,,,3001026,0,11570,5,2,11580,,
3001026,3001,炽烈法杖,加工@item_11581#@1,加工@item_11581#@1,4,I_11581,,10,2,5,,,,,,3001027,0,11571,5,2,11581,,
3001027,3001,雷电法杖,加工@item_11582#@1,加工@item_11582#@1,4,I_11582,,10,4,5,,,,,,3001028,0,11572,5,2,11582,,
3001028,3001,淬毒法杖,加工@item_11583#@1,加工@item_11583#@1,4,I_11583,,10,5,5,,,,,,3001029,0,11573,5,2,11583,,
3001029,3001,复苏法杖,加工@item_11584#@1,加工@item_11584#@1,4,I_11584,,10,7,5,,,,,,3001030,0,11574,5,2,11584,,
3001030,3001,召唤法杖,加工@item_11585#@1#r(@item_11575#深藏于沙漠的地下),加工@item_11585#@1,4,I_11585,,10,8,5,,,,,,3001031,0,11575,5,2,11585,,
3001031,3001,秘银短弓Ⅰ,加工@item_12050#@1,加工@item_12050#@1,4,I_12050,,3,1,6,,,,,,3001032,0,11209,5,2,12050,,1298
3001032,3001,秘银短弓Ⅱ,加工@item_12050#@1,加工@item_12050#@1,4,I_12050,,20,2,6,,,,,,3001033,0,11209,10,2,12050,,
3001033,3001,石箭Ⅰ,加工@item_12051#@1,加工@item_12051#@1,4,I_12051,,100,4,6,,,,,,3001034,0,11303,32,2,12051,,1105
3001034,3001,石箭Ⅱ,加工@item_12051#@1,加工@item_12051#@1,4,I_12051,,200,5,6,,,,,,3001035,0,11303,64,2,12051,,1106
3001035,3001,龙骨弓Ⅰ,加工@item_12056#@1#r(@item_11221#需要战胜黑龙才能获得),加工@item_12056#@1,4,I_12056,,1,7,6,,,,,,3001036,0,11593,5,2,12056,,
3001036,3001,龙骨弓Ⅱ,加工@item_12056#@1#r(@item_11221#需要战胜黑龙才能获得),加工@item_12056#@1,4,I_12056,,10,8,6,,,,,,3001037,0,11593,10,2,12056,,
3001037,3001,吹箭筒Ⅰ,加工@item_12288#@1#r(@item_251#需要到竹林盆地中寻找),加工@item_12288#@1,4,I_12288,,3,1,7,,,,,,3001038,0,710,5,2,12288,,
