ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
84,سمك الحبار,كونه عضوًا من العائلة، لا يودّ سمك الحبار أن يعيش تحت الماء إلى الأبد. صحيح أنّ البحر واسع ولكنّه يفضّل أن يعوم على السطح ويراقب النجوم الساطعة. بالرغم من أنّه لا يملك أجنحة إنّما يمكنه صنع صاروخ إلى النجوم بمساعدة أصدقائه.,تحصل عليها في جاشابون,الآثار: محاط بالرذاذ,أفاتار: فكّ الصورة الشخصيّة,@Null@,,,
85,الدبّ جيجي,إنّ الحياة مغامرة وأيضًا تحدٍّ. قد يساعدك الخطر على اكتشاف نفسك. لن يتخلى عنك الزمن إن استمرّيت في الجري. إن أردت أن تتحدّى المستحيل، إذهب في مغامرة مع الدبّ جيجي.,تحصل عليها في جاشابون,@Null@,أفاتار: فكّ الصورة الشخصيّة,البصمة: يترك بصمة دبّ عندما يمرّ في المكان,,,
86,ستارلايت غليمر,إنّها تملك قدرة سحرية قوية لا تقلّ عن توايلايت سباركل، وهي تحاول أن تأسّس مدينة أفلاطونيّة. لقد أصبحت صديقة للفروس الصغيرة الأخرى والمسؤولة عن مدرسة الصداقة.,@Null@,الآثار: محاطة بضوء النجوم الأزرق,أفاتار: فكّ الصورة الشخصيّة,@Null@,,,
87,راينبو داش,"إنّ راينبو داش هي شخص شجاع واجتماعيّ. وهي من محبّي المغامرة والمرح. تطير بسرعة كبيرة وتملك ذيل قوس القزح. هي تمثّل ""الوفاء"" كعنصر للتناغم.",@Null@,الآثار: تتمتّع بذيل بلون قوس القزح,أفاتار: فكّ الصورة الشخصيّة,@Null@,,,
88,الأميرة كادانس,لقد كانت التلميذة الجميلة واللطيفة والمتفهّمة للأميرة سيليستيا. وقد أصبحت حارسة المملكة الكريستاليّة بعد هزمها للملك سومبرا.,@Null@,الآثار: محاطة بالكريستال,أفاتار: فكّ الصورة الشخصيّة,@Null@,,,
89,أودري,تعال وادرس عن سحر الطبيعة! لا توفّر أودري القادمة من مدرسة السحر أيّ فرصة لتنصح بسحر الحشرات. ساعدها اجتهادها على الحصول على تفضيل مايزيا.,@Null@,الآثار: محاطة بفراشات لامعة,أفاتار: فكّ الصورة الشخصيّة,البصمة: تترك بصمة فراشة عندما تمرّ في المكان,,,
90,بريدايكنغ,إنّ بريدايكنغ هو المزيج الوحشيّ للبريداكونز الخمسة مع مهارات متفوّقة وآلة الحرب الأكثر فتكًا بين الديسيبتيكونز. كمحارب تجده لا يقهر، وكسلاح فهو غبر قابل للدمار.,@Null@,الآثار: يمكن أن يتحوّل في اللعبة ويغيّر شكله,أفاتار: فكّ الصورة الشخصيّة,البصمة: يترك بصمة تخييم عندما يمرّ بالمكان,Deformation: انقر فوق زر Deformation الموجود على اليسار لتبديل وضع الجمع متعدد اللاعبين!,مهارة حصرية للمحولات: قوة بشعة!,
91,مخالب حادّة,@Null@,@Null@,الآثار: يمكن أن يتحوّل في اللعبة ويغيّر شكله,أفاتار: فكّ الصورة الشخصيّة,البصمة: يترك بصمة تخييم عندما يمرّ بالمكان,,,
92,رأس قويّ,@Null@,@Null@,الآثار: يمكن أن يتحوّل في اللعبة ويغيّر شكله,أفاتار: فكّ الصورة الشخصيّة,البصمة: يترك بصمة تخييم عندما يمرّ بالمكان,,,
93,تانتروم,@Null@,@Null@,الآثار: يمكن أن يتحوّل في اللعبة ويغيّر شكله,أفاتار: فكّ الصورة الشخصيّة,البصمة: يترك بصمة تخييم عندما يمرّ بالمكان,,,
94,هيجان,@Null@,@Null@,الآثار: يمكن أن يتحوّل في اللعبة ويغيّر شكله,أفاتار: فكّ الصورة الشخصيّة,البصمة: يترك بصمة تخييم عندما يمرّ بالمكان,,,
95,دايف بومب,@Null@,@Null@,الآثار: يمكن أن يتحوّل في اللعبة ويغيّر شكله,أفاتار: فكّ الصورة الشخصيّة,البصمة: يترك بصمة تخييم عندما يمرّ بالمكان,,,
96,سوبيريون,إنّ سوبيريون هو الأوتوبوت الأوّل المكوّن من الأريلبوت (الهوائي). إنّه يعمل على مبدأين: تدمير الديسيبتيكونز وحماية الأبرياء.,@Null@,الآثار: يمكن أن يتحوّل في اللعبة ويغيّر شكله,أفاتار: فكّ الصورة الشخصيّة,البصمة: يترك بصمة تخييم عندما يمرّ بالمكان,Deformation: انقر فوق زر Deformation الموجود على اليسار لتبديل وضع الجمع متعدد اللاعبين!,مهارة حصرية للمحولات: شجاع!,
97,سيلفر بولت,@Null@,@Null@,الآثار: يمكن أن يتحوّل في اللعبة ويغيّر شكله,أفاتار: فكّ الصورة الشخصيّة,البصمة: يترك بصمة تخييم عندما يمرّ بالمكان,,,
98,مقلاع,@Null@,@Null@,الآثار: يمكن أن يتحوّل في اللعبة ويغيّر شكله,أفاتار: فكّ الصورة الشخصيّة,البصمة: يترك بصمة تخييم عندما يمرّ بالمكان,,,
99,القفز بالمظلّة,@Null@,@Null@,الآثار: يمكن أن يتحوّل في اللعبة ويغيّر شكله,أفاتار: فكّ الصورة الشخصيّة,البصمة: يترك بصمة تخييم عندما يمرّ بالمكان,,,
100,غارة جويّة,@Null@,@Null@,الآثار: يمكن أن يتحوّل في اللعبة ويغيّر شكله,أفاتار: فكّ الصورة الشخصيّة,البصمة: يترك بصمة تخييم عندما يمرّ بالمكان,,,
101,اطلاق نار,@Null@,@Null@,الآثار: يمكن أن يتحوّل في اللعبة ويغيّر شكله,أفاتار: فكّ الصورة الشخصيّة,البصمة: يترك بصمة تخييم عندما يمرّ بالمكان,,,
102,شانيانغ,إنّني الرامي الأوّل في كلّ المنطقة السماويّة. تعال وحاربني إن لم تصدّق.,تحصل عليها في جاشابون,البصمة: تترك بصمة سماويّة ضخمة,أفاتار: فكّ الصورة الشخصيّة,@Null@,,,
103,مويان,إنّني سيّد النار. يكمن معتقدي في إشعال كل ما أصادفه.,@Null@,الآثار: تصدر هالة ملك شيطانيّ,أفاتار: فكّ الصورة الشخصيّة,@Null@,تشوه: انقر فوق زر التشوه الموجود على اليسار لتبديل شكل البقرة / البشر!,مهارة اللهب السحري الحصرية: قوة الثور!,
104,لينجايو,تتحدّث الأساطير أنّه في قصر إله الهواء كانت تعيش سيّدة جميلة وأنيقة. لا بدّ أنني هذه السيّدة.,@Null@,الآثار: بتلات زهور ذهبيّة تطفو حولك,أفاتار: فكّ الصورة الشخصيّة,@Null@,,,
105,آش,تحرص آش على جعل مظهرها مثاليًا في كلّ صباح، ليتنلسب مع مركزها كيونيكورن. مؤخّرًا كثيرون يريدون اليونيكورن غير أنّها لن تتخلى عن هدية عيد ميلاد ثمينة من الذئب لأيّ كان!,@Null@,البصمة: يترك آثار بصمات صاحبة الرداء الأحمر الصغيرة,أفاتار: فكّ الصورة الشخصيّة,@Null@,,,
106,كول ميني,معلّم من الميني برمجة، مجهّز بالقدرة السحريّة للبرمجة.,تحصل عليها في جاشابون,الآثار: جزيئيّات خيال علميّ تطفو حولك,أفاتار: فكّ الصورة الشخصيّة,اثار الاقدام: ترك اثار للاقدام بالاماكن التي تم المرور من خلالها.,,,
107,ذئب,سأخبرك بسرّ، إنّ الجدّة الذئب حقيقيّة! إنّها قصّة الذئب وآش الخياليّة المفضّلة. اليوم، قام بارتداء زيّ الذئب ومريلة جدّته متنكّرًا كذئب كبير وسيّء لممازحة آش التي تحبّ التمثيل. فما أنّ الجميع مسحورين، لم لا نخلق مغامرتنا الخياليّة الخاصّة!,@Null@,البصمة: يترك بصمة آثار أقدام الذئب,أفاتار: فكّ الصورة الشخصيّة,@Null@,,,
108,الجنيّة السماويّة - يا,لقد جذب غنى العالم السماويّ عيني يا. متسلّحة بآلة بأربع أوتار، تسافر يا حول العالم، مؤدّية عدد غير محدود من الأغاني بقلب وسلوك هادئ لا يتغيّر.,@Null@,الآثار: جزئيّات ذهبيّة تطفو حولك,أفاتار: فكّ الصورة الشخصيّة,@Null@,,,
109,الأمير التنين - أغنية,بعد أن اختبر الكثير من الألم في العالم الفاني، قرّر اتّباع قلبه والبقاء في العالم السماويّ مع التنانين برفقته، بعيدًا عن عالم البشر.,يمكنك فتحها في الاحتفال,أفاتار: فكّ قفل الصورة الشخصيّة,البصمة: يترك بصمة تنين عندما يمرّ بالمكان,@Null@,,,
110,روزيل,في الليالي الصيفية، تحتجز الحديقة السحرية كرة جريدة. فوجئ رصيل بالعثور على أن الأزرق الذي ظهر في حلمه كان يمشي نحو مركز المرحلة. ما جاء معه كان هو نفسه بتلات سقطا وجدت الكوبية الزرقاء.,@Null@,أفاتار: فكّ قفل الصورة الشخصيّة,اثار الاقدام: ترك اثار للاقدام بالاماكن التي تم المرور من خلالها.,@Null@,,,
111,تابي اليوسفي,"كخبير في الأطعمة، أحبّ أن أتناول الطعام من كلّ مكان! ولكن بالرغم من وجود الكثير من الأطايب في العالم، ما زال التاياكي الذي يصنعه والداي هو المفضل عندي."" - هذا ما أعلنه تابي اليوسفي في مقابلة مع جريدة ميني دايلي.",يمكن فتتحها من خلال حزمة الهدايا أو الاحتفال,أفاتار: فكّ قفل الصورة الشخصيّة,البصمات: يترك بصمات زهور حيثما يذهب,@Null@,,,
