ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
307,"Gizemli Elf, Felicia","Çiçekler dikenlerle doludur, kalbimin dibinde coveting durdurmak için, 
 Sadece zengin olduğunda ve toksisite içerdiğinde direnme yeteneğine sahip olabilir. 
 Bir ilham flaşında, saldırıyı yardıma dönüştürün. 
 Birkaç günlük düşünce, yeni bir sihir çağı yaratıyor.",,"Aydınlatma Değişiklikleri: Haritadaki ortam aydınlatmasıyla şekil verin, talimatları görüntülemek için soldaki düğmeyi tıklayın.","#cda5b0a dönüşümü: Ortam ışığı 9 'dan küçük veya eşit olduğunda, sihirli bir asma aziz kılavuzuna dönüştüğünde, önizlemek için soldaki düğmeyi tıklayın. #n",#cda5b0a özel araba: Özel sihirbaz arabasını kullanmak için soldaki düğmeyi tıklayın. #n,"#cda5b0a Özel ifade eylemi: gökyüzü düşen petal yağmur, önizlemek için sol düğmeyi tıklayın. #n",#cda5b0a Xinghui hediye kutusu çıktı #n ile sınırlıdır,
308,Valena.,"Nefes al ve rüzgarın ritmini hisset,
Doğal emanetlere kendi ellerinizle dokunun.
Risk alın ve ücretsiz bölümler yazın.",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Yürüyen Ayak İzleri: Yürüdüğünüz yerde kedi ayak izleri bırakın.,,,,
309,Mark,"Ormanın sesini dinle,
Ayın altındaki hiçbir insanın ülkesine adım atmayın.
Kalabalığa karşı çık ve dışarıdaki sırları keşfet.",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Yürüyen Ayak İzleri: Yürüdüğünüz yerde köpek yavrusu ayak izleri bırakın.,,,,
310,Erin,"Çiğ çim bıçaklarına tırmandı ve rüzgarda sallandı.
Dünya don tanelerini sallıyor ve bahar tomurcuklanıyor!",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Vücut üzerinde çırpınan turp!,,,,
311,Elton.,"Güneş çiftlikte parlıyordu ve kuşlar cıvıldıyordu.
Kürek toprağı çevirir ve ter umut doğurur!",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Vücut üzerinde çırpınan turp!,,,,
312,Qingyun,"Yoğuşmalı fırça boyama flama, ince renk boya emaye.
Soba kapısı yeni kafiyeyi yakıyor ve sergi Zhu Rong Fang.",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Vücut üzerinde çırpınan ışık lekesi!,,,,
313,Sürüm çok düşük,,,,,,,,
314,Sürüm çok düşük,,,,,,,,
315,moo moo,"Rüzgarda şarkı söyle ve kar fırtınasında dans et.
En yumuşak saçlara sahip olun ve en keskin hançerle oynayın.
Karlı yayladan selamlar, arkadaşım.",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Vücut üzerinde çırpınan kar taneleri!,,,,
316,Hua Qiqi.,"Phew ~ Phew ~ Gerçekleştirmek istediğiniz tüm dileklerinizi balona üfleyin.
Gelecek günlerde, birlikte de oynamalıyız ~
Ne de olsa... seninle her gün dileğim gerçekleşti.",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Starlight vücutta çırpınıyor!,,,,
317,temiz su yeşil,"Sonsuz gökyüzü ve su mavidir ve küçük dağlar yeşildir.
Duman dalgaları yeşil içerir ve Shi Jian resimlerden şok olur.",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Altın üçgenler vücuda dağılmış!,,,,
318,pasta pastası,"Sıcak parti, sıcak parti. Mimeng Koala, mutluluğu geç!
Pasta pastası ile, tatlı melodi ile, bugün için şarkı söyle ~",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Starlight vücutta çırpınıyor!,,,,
319,Pirinç fasulyesi,"Öksürük öksürüğü, röportaj,
Hangi arkadaşın çok fazla şeker yemekten diş ağrısı var?
Çikolata cipsleri iyidir, ama daha fazla yiyemezsin ~",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Etrafta yüzen Çikolata Cipsleri!,,,,
320,Kaçış,"Öldürmek niyetim değil.
Nehirler ve göller kendi kendilerini yargılayacaklar.
Rüzgar bir bıçak kadar soğuktur ve kılıç iz bırakmadan geçer.
Bu gece, bir hesaplaşma!",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Vücutta çırpınan yeşil ışık lekeleri!,,,,
321,Nipro,"Yumuşak saçlar gözleri büyüler ve düşen bir kiraz gibidir.
Bana kod adımı sorma, ben 1 numaralı Rogue Fairy 'im.
İblis mi yoksa şövalye mi? Kimliğim sana kalmış.",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Yıldız ışığı vücuttan sürüklenir!,,,,
322,Bofill,"Taşı altına dönüştürmek zor değil, iyi ve kötünün uzun iniş çıkışları var, beyaz kağıt siyah karakterler oluyor ve sihir ahlakı değiştirmiyor. Sevimlilik sizi hareket ettiremezse, o zaman sihir yapacağım. Değiştirmek!
Bu iyi bir kart, kötü bir adama değil.",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Kartlar etrafta yüzüyor!,,,,
323,"Deniz İmparatoru, Lingxi","Kışın karanlık bir sıcaklık hissederek başımı göle kaldırdım.
Renk kabuklarıyla oynamaya gidin ve her yerde yeni nilüferin sesini dinleyin.",,"Özel değişiklikler: Oyun dönüşüm işlevini gerçekleştirebilir, şekli ve durumu değiştirebilir!","#cda5b0a Dönüşümü: Suda deniz kızı formuna geçebilirsiniz, önizlemek için soldaki düğmeye tıklayın! #n",Yetenek: Özel kan çizgilerini uyarabilir ve su altında özgürce nefes alabilir!,Avatar Çerçevesi: Elde edildiğinde dinamik Avatar Çerçevesinin otomatik olarak kilidini açın.,#cda5b0a Sadece Yıldız Paketi üretimine sınırlıdır#n.,
324,"Ağlayan İnci Ölümsüz, Lingxi","Ayı ve sarkıt floresan boncukları çözmek için geceleri için.
Tanrı Fendai 'nin korkaklığına acıdı ve gözyaşları Jinze Dew' e dönüştü.",,"Özel değişiklikler: Oyun dönüşüm işlevini gerçekleştirebilir, şekli ve durumu değiştirebilir!","#cda5b0a Dönüşümü: Karada doğal bir forma dönüştürülebilir, önizlemek için soldaki düğmeye tıklayın! #n",Yetenek: Özel kan çizgilerini uyarabilir ve su altında özgürce nefes alabilir!,,#cda5b0a Sadece Yıldız Paketi üretimine sınırlıdır#n.,
325,Hein,"İpek gibi rüzgarda dans etmek,
Denizin dibi bir yeşim taşı gibi gizlidir.
Deniz esintisi ile hafiflik yayan,
Herhangi bir dolaşma izi yok.",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Kabarcıklar etrafta yüzüyor!,#cda5b0a Sadece Dreamer Pack üretimine sınırlıdır#n.,,,
326,Halvi,"Yaşam ve ölüm sınırında yürürken, ruh binlerce ölümsüzde yüzer.
Cesaretin kanatları parlak bir şekilde çiçek açar, kötü düşünceler yükselir ve kükreyerek giderler.
Kırık yaralar güvenin iyileşmesini gerektirir.
Bu delici hayal kırıklığı şimdiden ciğerlerime gizlice girdi ve alçak bir sesle inledi.",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Vücuttan çırpınan siyah tüyler!,,,,
327,Glenny,"Omuz siyah gülü silin, Pandora 'yı açın, ruh dövmesi yarasa kemiğini açın ve gülümseme kafatasında yanar.
Alacakaranlıkta doğdu, sabahları gizlendi - karanlık benim kaderim.
Sakura kırmızısı ve dokunaklı badana, iskelet ve punk bir arada var.",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Etrafta çırpınan yarasalar ve pembe kalpler!,"Özelleştirme: Aldıktan sonra, [Özelleştirme] 'de arka dekorasyon, yüz dekorasyonu, mücevher ve diğer parçaları özgürce eşleştirebilirsiniz!",,,
328,Büyük Mars,"Kader döngüsü, dişliler asla istemsiz dönmez ama bu gülünç gelecekle alay etmeyi tercih eder.
Ritim bir bıçak, sözler mermi ve asla kavga etmeyen ""haydutlar"", uyuşmuş şehri uyandırmak için müzik kullanıyor.
Belki rüyalar hep uyanır ama şimdi zamanı değil",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Yürüyen Ayak İzleri: Yürüdüğünüz yerde yıldız ışığı ayak izlerini bırakın.,,,,
329,Marlene,"Muhteşem spot ışığı altında, sadece aynı ilahilerin söylenmesine izin verilir ve sokaklar dolaşır ve çığlık atan elektro gitarı hayatın gerçek acısını ve güzelliğini kükrer.
Peki ya tanınmazsa? Asi ve özgür ruh kesinlikle Marlene 'in şarkı söylemesinden etkilenecek ve prangaları kıracak.",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Yürüyen Ayak İzleri: Yürüdüğünüz yerde yıldız ışığı ayak izlerini bırakın.,,,,
330,Çarşaf Adam Xiaomi,En sevdiği süper kahraman üniformasını giyerek adalete bağlı kalan çarşaf adam Xiaomi yola çıkıyor!,,Avatar: Avatarın Kilidini Aç,Vücut Etkisi: Altın ışık lekeleri etrafınızda!,,,,
331,Melek,"Mutasyona uğramış kanatlarının yükünü taşıyan Angel, mekanize bir asker tarafından kurtarıldı. Birlikte, umudu simgeleyen insanlığın son kalesini korumak için savaştılar.",,Avatar: Avatarın Kilidini Aç,Beden efekti: Vücut etrafında beyaz tüyler uçuşuyor!,,#cda5b0a Etkileşim: Isaia ile etkileşimli eylemler tetikleyebilirsiniz!#n,,
332,İşaya,"Tüm yıl boyunca mutant yaratıklarla sürekli savaş halinde olan Isaia, vücudunu ve hatta zihnini çürüten aynı virüse karşı savaşır...",,Avatar: Avatarın Kilidini Aç,Beden efekti: Vücut etrafında enerji küpleri uçuşuyor!,,#cda5b0a Etkileşim: Angel ile etkileşimli eylemler tetikleyebilirsiniz!#n,,
333,Barricade,"Barikat, insanların içini bir bakışta görebilen ve onları kandırmak için insanların güvenini kullanabilen bir Decepticon savaşçısıdır. Ayrıca güçlü silahlar ve hidrolik ellerle rakipleri paramparça etmeyi sever.",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Vücutta şimşek çakması!,#cda5b0a Deformasyon: Robot / araç şeklini değiştirmek için soldaki Deformasyon düğmesine tıklayın! #n,,,
334,Kexi Parlayan Kız,"Kexi Guanghui 'nin hoş bir görünümü var ve satranç arabası onun güzel sembolü. Hırslı, arkadaşlığı güç olarak manipüle eder ve sonunda yenilir ve taş bir heykele dönüşür.",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Etrafta çırpınan alevler!,,,,
335,Elma Lili Kız,"Apple Lili, Apple Jia 'er' in kız kardeşi ve Sevimli Lejyon 'un kurucu üyelerinden biridir. Tatlı elma bahçesinde elma toplamaya yardım etmenin yanı sıra, sevgili bebek ve göz alıcı Lulu ile birlikte sevimli logo için de çok çalışacak.",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Çiçekler vücuda dağılmıştır!,,,,
336,Kar Kalp Kız,"Karın Kalbi, kristal kalbi bir çığlıkla paramparça ettiğinde kristal töreninin onuruna adlandırılan Parlayan Zırh ve Fonoloji Prensesinin kızıdır. Bundan sonra büyüsü stabilize oldu ve bu bir daha asla olmadı.",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Vücutta çırpınan pembe ışık noktaları!,,,,
337,"Prens Akaya, Liansheng","Bu kaotik dünyada
Yaralı çocuklardan korkma
Kim tekrar insanları incitmek ister
Nehrin üzerinde ve denizin üzerinde, o bağışlanmayacak!",,"Özel değişiklikler: Oyun dönüşüm işlevini gerçekleştirebilir, şekli ve durumu değiştirebilir!","#cda5b0a Renk Değişimi: İlahi Yetenek: Değiştirilebilir çocuk formu, önizlemek için soldaki düğmeyi tıklayın. #n",,,,
338,"Lingze Boy, Liansheng","Bütün varlıklar bana bakıyor
Cahil ve endişesiz
Arkamdaki nilüfer çiçeği çiçek açıyor
Sonbahar rüzgarı ve dalgalar birçok rüzgar ve bulutu karıştırdı.",,"Özel değişiklikler: Oyun dönüşüm işlevini gerçekleştirebilir, şekli ve durumu değiştirebilir!","Yetişkin formunu#cda5b0a , önizlemek için soldaki düğmeyi tıklayın. #n",,,,
339,Shaohua,"Moxa demeti orkideleri nazikçe çekiyor ve Jiayang 'ın çiçekleri aniden çoğalıyor.
Yuelang Dragon Boat Dragon Boat Festival Turu, beş ipek köfte ve jasper şeffaf.
Isıyı dağıtmak için Huanxi fanını tutun ve kırmızı güneş eski ovaları hatırlamak için alçalır.",,Profil fotoğrafı: Profil fotoğrafının kilidini açın.,Vücut Etkileri: Vücutta çırpınan yeşil yapraklar!,,,,
340,Doris,"Uzaklardan gelen mesajlarla sokakları arşınlarken, cesaretlendirmek için alıcının bir gülümsemesine ihtiyacım var.",,Avatar: Kilidi Aç,Vücut Etkisi: Zarflar etrafınızda!,,,,
341,Dole,"Sevinçlerin ve üzüntülerin müziği her aileye ulaştı.
Mesajlar zilin çalmasıyla birlikte zamanında teslim edildi.
Bir taşıyıcı olarak benim görevim her mektubu özenle korumaktır.",,Avatar: Kilidi Aç,Vücut Etkisi: Zarflar etrafınızda!,,,,
342,Lambert,"Yıldızların ve iradenin yardımıyla Astroloji çalışmaya başlar.
Kaderin çarkları iç içe geçer, kaderin döngüsünü önceden haber verir.
Geleceğin efsaneleri asla kaybolmaz. Ve ben, kaybolmuş olanı arıyorum.",,Avatar: Kilidi Aç,Vücut Etkisi: Yıldız ışıkları etrafınızda!,,,,
343,Martini,"Martini ilk ödül avcısı olduğunda, ilk niyeti kendilerini savunamayanları korumaktı. Genetiği değiştirilmiş bir dinozora karşı verdiği savaş sırasında eklemlerinden ciddi şekilde yaralandı. Ancak yanında taşıdığı dinozor kafatası en azılı suçluların kalbine korku salmaktadır.",Etkinliklerle elde edilen kilidini açma öğeleri,Avatar: Kilidi Aç,Vücut Etkisi: Işık lekeleri etrafınızda!,,,,
344,Kutsal Gökyüzü,"Kutsal Göğüs, Dev Gürültü Takımı'nın lideri, Tiranazor'u yendi, cesur ve adil.",,Avatar: Kilidi aç.,Vücut Efekti: Arkasından alevler fışkırıyor！,"#cda5b0aDönüşüm: Sol düğme, robot/araç geçiş! #n",,,
345,"Yaz şarkısı, Rüya","Yaz esintisi kıyafet ve saçta, beklenmedik güzellikle karşılaşır.",,Avatar: Kilidi aç.,Vücudu çiçekler sarmış!,,,,
346,Yıldızlar dans ediyor Belinda,"Kaykayla, müzikle, yerde uçuyoruz!",,Avatar: Kilidi aç.,Vücut Efekti: Bedende nota simgeleri havada süzülüyor!,,,,
347,"Keyifli sıcak, Paní","Yorgunum, yatak istiyorum.",,Avatar: Kilidi aç.,Uyuşukluk yayılıyor!,,,,
348,Merhaba Kitty Lorna,Kurdele hoşuna gidiyor mu? Hediye değil!,,Avatar: Kilidi aç.,Vücut Efekti: Vücut etrafında taç yaprakları uçuşuyor!,Çiçek izleriyle yürüyüş.,,,
349,Tarçınköpek Nimo,"Kokulu yapraklar, durmuş zaman.",,Avatar: Kilidi aç.,Vücudu çiçekler sarmış!,Yürüyüşte tatlı izler.,,,
350,Galán,"Geçmiş mağara, prens aşılan, acı aşıldı, şaşırtıcı rüya.",,Avatar: Kilidi aç.,Vücut Efekti: Bedende nota simgeleri havada süzülüyor!,"Özelleştirme: Satın aldıktan sonra sırt, yüz ve el aksesuarlarını birleştirin.",,,
351,Çilek Tenten,"Üç sıcak dalga yazı habercisi, tazelik yok. Yeşil kabuk, kırmızı kaba, tatlı kum. Meyve kokusu sıcaklığı hafifletir, buz gibi serinler, beden parlar.",,Avatar: Kilidi aç.,Vücutta Özel Efekt: Karpuz kokusu havada yayılıyor!,,,,
352,Aiden,"Lider eylemleri yönlendirir, sadakati kontrol edemez. Cesur, sadece zaferi hedefler. Karşı saldırı veya takip, anlık değiştirir.",Kilidi açılmış öğeler etkinlik tarafından elde edilebilir,Avatar: Kilidi aç.,Vücut Özelliği: Vücut etrafında parlayan noktalar!,,,,
353,Tylnos,"Etçil Tyrannosaurus rex 'in melez torunu görkemli bir görünüme ve yalnız bir kalbe sahiptir. Bir arkadaş kalbini okuduğunda, aynı zamanda çok nazik bir taraf da gösterecektir ~",,Avatar: Avatarın kilidini aç.,Vücut Etkileri: Barbekü aroması vücuda yayılır!,,,,
354,Trisno,"Otçul dinozor melez kız, basit ve zayıf kişilik, anlaşmazlıkları sevmez ve arkadaşı Tenos 'un teşvikiyle istediği şey için cesurca savaşmaya başlar.",,Avatar: Avatarın kilidini aç.,Vücut Etkileri: Vücutta çırpınan yeşil yapraklar!,,,,
355,"Yüzbaşı Hyun Yu, Yan Rui","Rüzgar ormanı uçurur ve büyü başlar,
Uyku mührü sonunda uyanacak.
Dinle, Yüzbaşı Xuan Ye Xiao.
Yaz ve yazın acısını yıkayın.",,"#cda5b0a Dönüşümü: Dönüşüm işlevi oyunda gerçekleştirilebilir, önizlemek için soldaki düğmeye tıklayın! #n",Vücut etkileri: Akçaağaç yaprakları vücuda dağılır ve yürüdüğünüz yerde maske ayak izleri bırakır!,Yetenek: Mühürlü manevi gücü uyandırabilir ve buz hasarına karşı koyabilir!,Avatar Çerçevesi: Elde edildiğinde dinamik Avatar Çerçevesinin otomatik olarak kilidini açın.,,
356,"Akçaağaç Tilki Kırmızı Gece, Yanrui","Wanli Fenghou buzlu çiy içer.
Bir parça yas,
Kış vahşi soğuk kemikler.
Hayat kurtarma düşüncesinden başka bir şey değil!",,"#cda5b0a Dönüşümü: Dönüşüm işlevi oyunda gerçekleştirilebilir, önizlemek için soldaki düğmeye tıklayın! #n",Vücut etkileri: Akçaağaç yaprakları vücuda dağılır ve yürüdüğünüz yerde maske ayak izleri bırakır!,Yetenek: Mühürlü manevi gücü uyandırabilir ve buz hasarına karşı koyabilir!,Avatar Çerçevesi: Elde edildiğinde dinamik Avatar Çerçevesinin otomatik olarak kilidini açın.,,
357,Cynthia,"Ay ışığı büyüsünü kullanan yıldız ay şefi, yeni kraliyet töreni büyücüsüdür. Asa 'yı elinde yıldızlar ve aylarla salladığında, okuduğu yıldızların ve ayların müzik notaları elbisenin yan tarafını saracak. Alem dışındaki şehirden. Gün boyu yıldızlar ve aylarla birlikte ve bulut benzeri kabarık saçları tatlılığının bir simgesi.",,Avatar: Avatarın kilidini aç.,Vücut Etkileri: Yıldız ışığı vücuttan sürüklenir!,Avatar Çerçevesi: Otomatik olarak açılır.,,,
358,Skoll,"Skoll her zaman evreni keşfetmeyi hayal etmiştir. Bugün sonunda hayalini gerçekleştirdi. Bir uzay gemisi aldı, uzay gemisini üstün teknolojiyle tamir etti ve sonra hemen uzay gemisini evrene sürdü. Gökyüzünü kırdığı anda yıldızları gördü ve güzel ışığı hissetti ve hepsi onu heyecanlandırdı.",,Avatar: Avatarın kilidini aç.,Vücut Etkileri: Yıldızlar etrafta yüzüyor!,,,,
359,Scarlett,"Güneşte baş döndürücü bir şekilde parlayan gösterişli ahtapot şeklindeki kızıl saçlı Cool Sunshine Girl. Dünyanın her sporunu, özellikle kaykay yapmayı keşfetmeyi seviyor. Becerikli bir şekilde kaykay yapabilir ve farklı engeller arasında yüzebilir. Bloktaki en havalı kaykay kızıdır.",,Avatar: Avatarın kilidini aç.,Vücut Etkileri: Etrafta yüzen ahtapot!,,,,
360,"Yaz, Fiona","Deniz kenarında büyüyen Fiona güneşli ve özgürdür, su tabancalarıyla oynamayı sever ama tatlı görünüşünün altında fanatik bir kalp vardır.
I... sonunda kalbimin içeriğine göre oynayabilir!
Öyle mi?.. benimle de oynamak ister misin?",,Avatar: Avatarın kilidini aç.,Vücut Etkileri: Kabarcıklar vücudun etrafında yüzüyor!,,,,
361,Bonnie,"Güzel görünümün altında gizli tehlikeler var, kafanız karışmasın.",,Avatar: Avatarın kilidini aç.,Vücut Etkileri: Muhteşem ışıkla çevrili!,,,,
362,Kızıl Şeytan Yami,"Genki'nin küçük kırmızı şeytanı sporu çok sever. Soğuktan korkmaması onu en aktif kulüp müdavimi yapıyor, sadece heyecanlandığında alev püskürtmeye meyilli.",,Avatar: Avatarın kilidini aç.,Gövde FX: Saf beyaz kar taneleriyle çevrili!,,,,
363,Kar Elfi,Buz ve kar ormanlarının derinliklerinde yaşayan elfler ürkek ve kar beyazı tüylerle sarılmış ve çok az insan gerçek renklerini görebiliyor.,,"Özel Dönüşüm: Oyun içinde morfing deneyimi, görünümünüzü ve durumunuzu değiştirme!","#cda5b0aDönüşüm: Kış elfi formuna geçmek için sol düğmeye tıklayın, önizleme için. #n",Özellik: Donmaya karşı bağışıklık!,Özel malzeme: Buz kristalleri ile süslenmiş giyim.,Avatar Çerçevesi: Otomatik olarak açılır.,
364,Kış Elf,"Kutsanmış küçük buz kristali, küçük kar taneleriyle dolu bir çanta taşıyan, yumuşak kar tanelerini dünyaya serpiştiren ve monoton kış renklerine eğlenceli bir dokunuş katan sevimli bir kış elfine dönüşür.",,"Özel Dönüşüm: Oyun içinde morfing deneyimi, görünümünüzü ve durumunuzu değiştirme!",#cda5b0a Dönüşüm: Sol düğmeye tıklayarak buz ve kar ruhunun şeklini görüntüleyin. #n,Özellik: Kış elfi donmaya karşı bağışıklık kazandı!,Özel malzeme: Buz kristalleri ile süslenmiş giyim.,Avatar Çerçevesi: Otomatik olarak açılır.,
365,pembe,"Karanlık gecenin ülkesinin prensesi her zaman kan kırmızısı yapraklarla çevrilidir, güllerin suyu eteğini kırmızıya boyar, çiçeklerin kokusuyla ay ışığında dans eder ve sonsuz yaşamın gizemli gücüne sahiptir.",,Avatar: Avatarın kilidini aç.,Vücut Etkileri: Güller vücuda dağılmıştır!,,,,
366,Sevgililer günü,"Uzun yıllardır iblisler tarafından kontrol edilen ejderha öldüren çocuk, masumlara zarar vermemek için her zaman insanlardan uzak ve yalnız bir hayat yaşamıştır. Ne zaman kan koklasa, vücudundaki şeytani enerjiyi kontrol edemez. Bilincini geri kazandıktan sonra her zaman son derece sinirlenir, ancak büyümesiyle ve yavaş yavaş iblisleri yenmesiyle ejderha öldüren çocuk sonunda bir ejderha oldu.",Kilidi açılmış öğeler etkinlik tarafından elde edilebilir,Avatar: Avatarın kilidini aç.,Vücut Etkileri: Vücutta çırpınan tüyler!,,,,
367,yüksek oran,"Sihirbaz Gobi 'yi bilinmeyen bir büyüyü keşfetmeye çağıran gizemli bir dilek kartı. O romantik ve gizemli yeni dünyaya girmek için Gobi, yıldızlar denizine bir yolculuğa başlar.",,Avatar: Avatarın kilidini aç.,Vücut Etkileri: Yıldız ışığı vücuttan sürüklenir!,,,,
368,,,,,,,,,
369,"Kızıl gökyüzü zırhı, Hua Mulan","Gümüş ve demir atlar, savaş davulları yarışır, atlar tıslar ve insanlar kaynar, kılıçlar ve kılıçlar.
Et ve kan savaş alanında hiç korkmadım, sırf ailemi ve ülkemi sırtımda taşıyorum diye, ancak sayısız gece geç saatlerde gözlerimden yalnızlık ve özlem damlayacak gözyaşlarımla.",,"Özel değişiklikler: Oyun, şekil ve durumu değiştirerek dönüşüm işlevini gerçekleştirebilir!","#cda5b0a çapraz giyinme: Yatak odası formunu değiştirebilir, önizlemek için soldaki düğmeye tıklayabilirsiniz. #n","#cda5b0a özel ses: haritada özel ses çalınacak, dinlemek için soldaki düğmeye tıklayın! #n",Avatar Çerçevesi: Elde edildiğinde Dinamik Avatar Çerçevesinin kilidini otomatik olarak açar.,,
370,"Yue Jin Du Meng, Hua Mulan","Bir kızın Lang kadar iyi olmadığını kim söylüyor? Hua ailesinin kızı doğal olarak bir erkeğe izin vermeyen bir kadındır! Sert bir kadın sıradan bir kadından daha zor bir yol kat edebilir, ancak ailesi ve ülkesi uğruna her şeye değer",,"Özel değişiklikler: Oyun, şekil ve durumu değiştirerek dönüşüm işlevini gerçekleştirebilir!","#cda5b0a çapraz giyinme: Askeri formu değiştirebilir, önizlemek için soldaki düğmeyi tıklayabilirsiniz. #n","#cda5b0a özel ses: haritada özel ses çalınacak, dinlemek için soldaki düğmeye tıklayın! #n",Avatar Çerçevesi: Elde edildiğinde Dinamik Avatar Çerçevesinin kilidini otomatik olarak açar.,,
371,basit buğday,Tatlı Gezegen Stajyeri Sihirbaz. Alkali su bazlı ekmek yapımında daha iyidir ve aynı zamanda Hanfu hayranıdır. Şu anda büyülerle yapılan yemeğin kalitesi sabit değil ve genellikle beklenmedik sürprizler var.,Kilidi açma eşyası etkinlikten elde edilir,Avatar: Avatarın kilidini açın.,Vücut etkileri: Vücut alkali su düğümleri ile sürükleniyor!,,,,
372,patlama,"Her atışı yap!
İyice bakın, bu topu kesinlikle beğeneceksiniz!",,Avatar: Avatarın kilidini açın.,Vücut Etkileri: Alevler vücuttan çırpınıyor!,,,,
373,Saralina,"Başarısız bowling oyuncusu!
Al onu, bu benim sana hediyem!",,Avatar: Avatarın kilidini açın.,Vücut Etkileri: Kıvılcımlar kafadan patlayacak!,,,,
374,tatlı kız bebek,"Sweetheart, ona her zaman yardım eden nadir bir kız kardeştir, ancak on kişiden dokuzu batırır. Lovely Legion 'un kurucu üyesidir ve genellikle yeteneklerini Apple Lili ve Göz alıcı Lulu ile arar, ancak en büyük dileği kız kardeşiyle mutlu yaşamaktır.",,Avatar: Avatarın kilidini açın.,Vücut efektleri: vücut yüzen müzik notları!,,,,
375,Çarpıcı Lulu Kız,"Duygusal hikayelerden daha maceracı olan Lulu, her zaman enerjik ve çocuksu. Uçma becerileri çok sınırlı olsa da, uçan tahtayı itmesine ve bir dizi zor hareket yapmasına yardımcı olmak için kanatlarını ustaca kullanabilir.",,Avatar: Avatarın kilidini açın.,Vücut Etkileri: Vücutta uçuşan ışık lekesi!,,,,
376,,,,,,,,,
377,,,,,,,,,
378,Shanzhu,"Yuvarlak, tombul
Kar beyazı posalı mor kırmızı ceket,
Tatlı ve ekşi kalbe iç içe geçmiş,
Bu doğanın kokusudur.",,Avatar: Avatarın kilidini açın.,Vücut etkisi: Mangkhut çiçekleri vücuda dağılmıştır!,,,,
379,Miyav Meng Mutfağı,"Ünlü bir mutfak ailesinden gelen Şef Meow Meng, göründüğü sürece yemeklerin tadını çıkaracak. Ünlü sözü, ""Elimdeki tüm balıklar lezzetli yemekler haline getirilebilir"".",,Avatar: Avatarın kilidini açın.,Yürüyüş İzleri: Kedi patisi izleri.,,,,
380,"Aşırı Canavar Ajan, Dadı","Keçi ailesinden seçkin bir sağlık ekibi olan teknoloji kurulu, tedavi edilmesi gereken tüm ajanları görebilir. Anormal bir durum olduğunda, hemen gidip kurtarma solüsyonu püskürterek tedavi edecekler.",,Avatar: Avatarın kilidini açın.,,,,,
381,SENRO,"Boşluğun gizemli habercisi, evrenin enginliği inançlarına sahiptir ve bu nedenle kendini karanlığa feda etmeyi tercih eder. Çorak gezegen onun yalnız hapishanesidir, ancak onu dünyaya meraklı olmaktan alıkoyamaz. Onu yakalamaya çalışma çünkü gördüğün şey her zaman onun hayaletidir.",,Avatar: Avatarın kilidini açın.,Vücut Efekti: Boşluk enerjisi.,,,,
382,Buz prensesi Elena,"Elena, buzlu ve karlı bir prenses, açık ve hoşgörülü bir kişiliğe sahip, orman cücelerinin sevgisini kazanmıştır. O, ormanın ruhu olarak sıcaklık ve hoşgörü yayıyor ve insanların lideri haline geliyor.",,Avatar: Kilidi açılmış avatar.,Vücut efekti: Beyaz kar taneleri etrafında dönüyor!,Özellik: Buz prensesi donmaya etkilenmez!,Avatar çerçevesi: Kazandıktan sonra otomatik olarak dinamik bir avatar çerçevesi kilidini açar.,Yürüyüş izleri: Yürüdüğü yerlerde yedi renkli kar izi bırakır.,
