ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
357,Cynthia,"Komander Bintang Bulan yang menggunakan sihir cahaya bulan, dia adalah seorang ahli sihir Istiadat Diraja yang baru. Apabila dia melambai tongkat sihir dengan bintang dan bulan. Nota muzik bintang dan bulan yang dia nyanyikan akan mengelilingi sisi pakaian. Dia berasal dari sebuah bandar di luar wilayah, hidup dengan bintang dan bulan. Rambutnya yang gebu seperti awan adalah simbol kemanisannya.",,Avatar: Buka kunci avatar.,Kesan badan: Cahaya bintang mengelilingi badan!,Bingkai avatar: Buka kunci bingkai avatar secara automatik selepas diperolehi,,,
358,Skol,"Skol sentiasa bermimpi untuk meneroka alam semesta. Hari ini, dia akhirnya merealisasikan impiannya. Dia mendapat kapal angkasa dan membaikinya dengan teknologi yang hebat. Kemudian, dia segera memandu kapal angkasa itu dan mengarah ke alam semesta. Selepas menembusi langit, dia melihat bintang-bintang dan merasakan cahaya yang indah, semuanya menggembirakan dia.",,Avatar: Buka kunci avatar,Kesan badan: Bintang mengelilingi badan!,,,,
359,Scarlett,"Dia seorang gadis cerah dan hebat. Rambut merahnya berbentuk sotong, memancarkan cahaya yang mempesonakan di bawah sinar matahari. Dia suka menerokai setiap sukan, terutamanya papan selaju. Dia boleh bermain papan selaju dengan lancar di antara halangan yang berbeza. Dia gadis skater paling hebat di kawasan ini.",,Avatar: Buka kunci avatar,Kesan badan: Sotong mengelilingi badan!,,,,
360,Fiona,"Fiona, yang dibesarkan di tepi pantai, cerah dan bebas. Dia suka bermain pistol air. Di bawah penampilan yang manis adalah hati yang fanatik.
Akhirnya... saya boleh bermain dengan sepenuh hati!
Adakah anda mahu bermain dengan saya?",,Avatar: Buka kunci avatar,Kesan badan: Gelembung mengelilingi badan!,,,,
361,Bonnie,"Di bawah penampilan yang cantik, bahaya tersembunyi, jangan tertipu!",,Avatar: Buka kunci avatar,Kesan badan: Cahaya yang terang mengelilingi badan!,,,,
362,Syaitan Merah Yami,"Syaitan Merah yang bertenaga sangat menyukai sukan. Dia membentuk kelab besbol salji bersama sepupunya Syaitan Ais dan juga cuba menyertai ski dan hoki ais. Fizikalnya yang tidak takut sejuk menjadikannya seorang pencinta kelab yang paling aktif, tetapi dia mudah terbakar apabila teruja.",,Avatar: Buka kunci avatar.,Kesan badan: Kepingan salji putih tulen mengelilingi badan!,,,,
363,Peri Ais Salji,"Peri yang tinggal di dalam hutan ais dan salji, pemalu dan dibalut dengan salji putih. Hanya sedikit orang yang dapat melihat wajah sebenarnya.",,"Perubahan khas: Merealisasikan fungsi transformasi dalam permainan, berubah bentuk dan keadaan!","#cda5b0aBerpakaian silang: Berubah menjadi bentuk Peri Musim Sejuk, klik butang di sebelah kiri untuk pratonton!#n",Ciri-ciri: Peri Ais Salji tidak terjejas oleh sebarang pembekuan!,Bahan istimewa: Pakaiannya dihiasi dengan kristal ais berwarna-warni!,Bingkai avatar: Buka kunci bingkai avatar secara automatik selepas diperolehi,
364,Peri Musim Sejuk,"Kristal ais kecil yang diberkati itu berubah menjadi Peri Musim Sejuk yang comel. Dia membawa beg diisi dengan kepingan salji kecil, menaburkan kepingan salji lembut ke seluruh dunia, menambah warna pada musim sejuk.",,"Perubahan khas: Merealisasikan fungsi transformasi dalam permainan, berubah bentuk dan keadaan!","#cda5b0aBerpakaian silang: Berubah menjadi bentuk Peri Ais Salji, klik butang di sebelah kiri untuk pratonton!#n",Ciri-ciri: Peri Musim Sejuk tidak terjejas oleh sebarang pembekuan!,Bahan istimewa: Pakaiannya dihiasi dengan kristal ais berwarna-warni!,Bingkai avatar: Buka kunci bingkai avatar secara automatik selepas diperolehi,
365,Mawar,Puteri negara Malam Gelap sentiasa dikelilingi oleh kelopak merah darah. Jus bunga mawar mewarnai labuh skirtnya. Dia menari di bawah cahaya bulan dengan haruman bunga dan memiliki kuasa misteri kehidupan abadi.,,Avatar: Buka kunci avatar.,Kesan badan: Mawar mengelilingi badan!,,,,
366,Valentine,"Budak pembunuh naga, fikirannya telah dikawal oleh syaitan selama bertahun-tahun, sentiasa hidup bersendirian, jauh dari orang ramai supaya tidak mencederakan orang yang tidak bersalah. Setiap kali dia mencium bau darah, dia tidak dapat mengawal tenaga syaitan dalam tubuhnya. Selepas sedar semula, dia sentiasa berasa kecewa. Namun, apabila dia membesar, mengalahkan syaitan batinnya secara beransur-ansur, pembunuh naga muda itu akhirnya menjadi seekor naga.",Alat buka kunci boleh didapati dari acara,Avatar: Buka kunci avatar,Kesan badan: Bulu mengeliling badan!,,,,
367,Goby,"Kad hajat misteri memanggil ahli silap mata Goby untuk menerokai sihir yang tidak diketahui. Untuk memasuki dunia baru yang romantis dan misteri itu, Goby memulakan perjalanannya ke bintang dan laut.",,Avatar: Buka kunci avatar,Kesan badan: Cahaya bintang mengelilingi badan!,,,,
368,,,,,,,,,
369,Pakaian Tentera Hua Mulan,"Pedang perak dan kuda besi, gendang perang menderu, kuda mengerang dan orang teruja, pedang berkilat.
Saya tidak pernah takut di medan pertempuran kerana saya mewakili negara saya. Hanya pada larut malam, dikelilingi oleh kesunyian dan kerinduan, air mata keluar dari tubir mata",,"Perubahan khas: Merealisasikan fungsi transformasi dalam permainan, berubah bentuk dan keadaan!",#cda5b0a Berpakaian silang: Boleh tukar bentuk gadis. Klik butang kiri untuk pratonton.#n,#cda5b0aSuara khas: Suara khas akan dimainkan dalam peta. Klik butang kiri untuk mendengar! #n,Bingkai avatar: Buka kunci bingkai avatar dinamik secara automatik selepas diperolehi.,,
370,Pakaian Gadis Hua Mulan,"Siapa kata anak perempuan lebih lemah daripada lelaki? Anak perempuan keluarga Hua sememangnya seorang wanita yang boleh mewakili lelaki! Perjalanan wanita yang tegar mungkin lebih sukar berbanding dengan wanita biasa, tetapi demi keluarga dan negaranya, semuanya berbaloi",,"Perubahan khas: Melaksanakan fungsi transformasi dalam permainan, berubah bentuk dan",#cda5b0a Berpakaian silang: Boleh tukar bentuk tentera. Klik butang kiri untuk pratonton.#n,#cda5b0aSuara khas: Suara khas akan dimainkan dalam peta. Klik butang kiri untuk mendengar! #n,Bingkai avatar: Buka kunci bingkai avatar dinamik secara automatik selepas diperolehi.,,
371,Jian Xiaomai,"Perantis ahli silap mata Planet Pencuci Mulut. Dia pandai membuat roti beralkali. Dia juga peminat pakaian Hanfu. Pada masa ini, kualiti makanan yang dibuat dengan sihir tidak stabil, selalunya terdapat kejutan yang tidak dijangka.",Pembukaan kunci alat boleh diperolehi dari acara,,Kesan badan: Simpulan air alkali mengelilingi badan!,,,,
372,Blastet,"Pemukul yang sempurna!
Lihatlah, anda pasti akan menyukai bola ini!",,Avatar: Buka kunci avatar.,Kesan  badan: Nyala api mengelilingi badan!,,,,
373,Sarah Lina,"Pemain bola yang sempurna!
Tangkaplah, ini hadiah saya untuk anda!",,Avatar: Buka kunci avatar.,Kesan badan: Percikan api akan keluar dari kepala anda!,,,,
374,Sweetie Belle,"Sweetie Baby ialah adik perempuan Rarity. Dia sentiasa membantu kakaknya, tetapi sembilan daripada sepuluh kali dia tidak berjaya. Dia adalah ahli pengasas Legion Comel. Dia biasanya mencari bakatnya dengan Apple Bloom dan Scootaloo, tetapi hasrat terbesarnya ialah dapat hidup bahagia bersama kakak.",,Avatar: Buka kunci avatar.,Kesan badan: Nota muzik mengelilingi badan!,,,,
375,Scootaloo,"Berbanding dengan cerita sentimental, Scootaloo lebih suka mendengar cerita yang penuh dengan pengembaraan. Dia sentiasa bertenaga dan bersifat kebudak-budakan. Walaupun kemahiran terbangnya sangat terhad, dia mampu menggunakan sayapnya dengan mahir untuk membantu menggerakkan papan terbangnya dan melakukan beberapa siri gerakan yang sukar.",,Avatar: Buka kunci avatar.,Kesan badan: Bintik-bintik cahaya mengelilingi badan!,,,,
376,,,,,,,,,
377,,,,,,,,,
378,Shanzhu,"Bulat dan gemuk
Daging salji putih bersalut ungu-merah,
Campuran masam manis memenuhi hati,
Ini adalah wangian alam semula jadi.",,Avatar: Buka kunci avatar.,Kesan badan: Bunga manggis mengelilingi badan!,,,,
379,Chef Meow Comel,"Chef Meow Comel, yang berasal dari keluarga kulinari terkenal. Jika dia muncul, akan membuat penggemar makanan makan banyak. Pepatah terkenalnya ialah, ""Semua ikan di tangan saya boleh dibuat hidangan yang lazat.""",,Avatar: Buka kunci avatar.,Jejak kaki berjalan: Tinggalkan jejak kaki kucing,,,,
380,Ejen Binatang Nanni,"Ahli elit pasukan perubatan yang berasal dari keluarga kambing, lembaga teknologinya boleh melihat semua ejen yang memerlukan rawatan. Apabila berlaku keabnormalan, dia akan merawat mereka dengan menyembur penyelesaian pemulihan.",,Avatar: Buka kunci avatar.,,,,,
381,Senluo,"Pengikut Hampa yang misteri, alam semesta yang luas mempunyai kepercayaannya. Dia lebih suka mengorbankan dirinya kepada kegelapan. Planet terpencil itu adalah penjaranya yang sunyi, tetapi ia tidak dapat menghalangnya daripada mengintip dunia. Jangan cuba menangkapnya, kerana apa yang anda lihat akan sentiasa menjadi hantunya.",,Avatar: Buka kunci avatar.,Kesan badan: Tenaga kosong mengelilingi badan anda!,,,,
382,Puteri Salji·Elena,"Elena, seorang puteri yang bersinar dengan salji. Dia memilik sifat yang terbuka dan lembut, dan dicintai oleh peri-peri kecil dalam hutan. Dia adalah jiwanya hutan, memancarkan kehangatan dan keberanian, menjadi pengarah dalam hati orang.",,Avatar: membuka kunci avatar,Kesan badan: Kepingan salji putih tulen mengelilingi badan,Ciri: Puteri salji tidak terpengaruh oleh sebarang keadaan beku!,Bingkai Avatar: Buka kunci bingkai avatar dinamik secara automatik selepas memperolehnya.,Jejak kaki: Tinggalkan jejak kepingan salji berwarna-warni,
383,Puteri Salji·Evelyn,"Evelyn ialah seorang kesatria ais. Sebagai seorang adik perempuan, dia seorang yang introvert dan tegas serta suka bersembunyi di dalam hutan. Dia hanya muncul pada masa krisis dan merupakan sokongan yang boleh dipercayai untuk kakaknya Elena.",,Avatar: Membuka kunci avatar.,Kesan badan: Kepingan salji putih tulen mengelilingi badan!,Ciri-ciri: Puteri Ais tidak terjejas oleh sebarang pembekuan!,Bingkai Avatar: Buka kunci bingkai avatar dinamik secara automatik selepas memperolehnya.,,
384,Tuan Istana Kembar Isis,"Puisi tanda air adalah legenda cinta.
Totem lautan bintang, jiwa menjerit.
Penjaga laut purba adalah penebus dan mangsa.",,Avatar: Buka kunci avatar.,Kesan badan: Tenaga Pisces mengelilingi badan!,,,,
385,Tuan Istana Kembar Helena,"Pisces adalah utusan dari laut.
Air mata jatuh ke laut, ikan merasakan kesedihan.
Di galaksi yang luas, dengarkan tarian bahasa ikan.",,Avatar: Buka kunci avatar.,Kesan badan: Tenaga Pisces mengelilingi badan!,,,,
386,Perlindung Hampa Serina,"Pada malam hampa ini, kad akan dirombak.
Penjelmaan semula masa, pengepungan mimpi ngeri, perang jahat akan bermula.
Bayang-bayang malam yang kelam hilang dengan satu pukulan.",,"Perubahan khas: Merealisasikan fungsi perubahan warna dalam permainan, berubah bentuk dan keadaan!",#cda5b0a Berpakaian silang: Boleh tukar bentuk Bayangan Hampa. Klik butang kiri untuk pratonton.#n,Transformasi: Klik butang di sebelah kiri untuk berubah menjadi bentuk binatang.,#cda5b0aSuara khas: Suara khas akan dimainkan dalam peta. Klik butang kiri untuk mendengar! #n,Bingkai Avatar: Buka kunci pakaian untuk mendapatkan bingkai avatar eksklusif!,
387,Bayangan Hampa Serina,"Bintang-bintang tersebar di malam hari, kuasa rohani Hampa masih ada di telapak tangan.
Loh batu di langit malam membisikkan mantra kebangkitan.
Rambut panjang yang menari adalah perisai malam saya.",,"Perubahan khas: Merealisasikan fungsi perubahan warna dalam permainan, berubah bentuk dan keadaan!",#cda5b0aBerpakaian silang: Boleh tukar bentuk Pelindung Hampa. Klik butang kiri untuk pratonton.#n,Transformasi: Klik butang di sebelah kiri untuk berubah menjadi bentuk binatang.,#cda5b0aSuara khas: Suara khas akan dimainkan dalam peta. Klik butang kiri untuk mendengar! #n,Bingkai Avatar: Buka kunci pakaian untuk mendapatkan bingkai avatar eksklusif!,
388,Ratusan Bunga,"Dalam permainan, nasib berputar, tetapi di luar permainan, kita melindungi dunia
Saya adalah Puteri Ratusan Bunga. Biar saya menari di khemah gendang.
——Berdandan Puteri Ratusan Bunga Berpaut dalam Opera Hunan ""Seratus Bunga""",,Avatar: Buka kunci avatar.,Kesan badan: Bunga mengelilingi badan!,,,,
389,Long Yu,"Saya akan dapat lulus ujian dengan baik, saya pasti akan lulus setiap ujian, saya sangat bertuah",,Avatar: Buka kunci Avatar,Kesan badan: Koin emas mengelilingi badan!,,,,
390,Li Yao,"Siapa kata ikan hanya mempunyai tujuh saat ingatan? Oops, siapa yang memberi anda sampul merah ini sebentar tadi?",,Avatar: Buka kunci avatar.,Kesan badan: Bintik cahaya emas mengelilingi badan!,,,,
391,,,,,,,,,
392,,,,,,,,,
393,,,,,,,,,
394,Berry Berry,"Identiti sebenar Berry Berry ialah Elf Kek buah, tetapi dia sentiasa suka menyembunyikan bakatnya. Hanya apabila tiada sesiapa di sekelilingnya, dia akan menggunakan sihir di atas bangku untuk mencipta kek manis untuk diri sendiri.",,Avatar: Buka kunci avatar.,Kesan badan: Beri mengelilingi badan!,,,,
395,Sheng Yunzhi,"Sheng Yunzhi ialah utusan syurga. Misinya adalah untuk menyampaikan mesej cinta dan harapan, menggunakan kuasanya untuk menyembuhkan luka orang, membawa kehangatan dan cahaya kepada orang ramai.",,Avatar: Buka kunci avatar.,Kesan badan: Tenaga penyembuhan mengelilingi badan!,,,,
396,Mini - Pesawat Perang Crimson,"Bentuk kehidupan mekanikal yang menumpukan pada kelajuan dan kuasa tembakan. Penampilannya terutamanya merah, sama seperti jet pejuang merah yang bergerak pada kelajuan tinggi. Empat bilah cahaya tenaga disepadukan pada kedua-dua belah fiuslaj untuk memotong musuh dengan cepat.",,Avatar: Buka kunci avatar.,Kesan badan: Api mengelilingi badan!,Transformasi: Klik butang untuk berubah menjadi bentuk pesawat pejuang.,,,
397,Long Chao Er,"Pengurus jenama fesyen yang berbeza, dia mengembara ke seluruh dunia dengan impiannya, membawa peluang kepada seeiapa yang ingin inovasi bersamanya.",,Avatar: Buka kunci avatar,Kesan badan: Koin Emas mengelilingi badan,,,,
398,Feite,"Dia adalah keturunan puak Assassin di benua Noel. Selepas pencerobohan Hampa, bapanya, yang merupakan ketua, membawa ibunya untuk menghapuskan raksasa dan menghilangkan diri. Untuk mencari ibu bapanya, dia meninggalkan kampung halamannya dan memasuki alam kekosongan.",,Avatar: Buka kunci avatar.,Kesan badan: Tenaga Hampa mengelilingi badan!,,,,
399,Arlo,"Dia pada asalnya seorang pelajar yang baik di sebuah sekolah di benua Noel dan seorang ""puteri kecil"" yang dilindungi oleh ibu bapanya. Dia secara tidak sengaja membangkitkan keupayaan untuk memasuki alam Hampa, menjadi seorang pembunuh upahan wanita di bawah bimbingan Feite, memburu batal dengannya.",,Avatar: Buka kunci avatar.,Kesan badan: Tenaga Hampa mengelilingi badan!,,,,
400,Dengyao,"Dengyao dilahirkan di sebuah kampung yang pelik. Nenek moyangnya adalah pembuat tanglung di kampung itu. Dia mengikut datuknya mempelajari seni membuat tanglung sejak kecil. Oleh itu, dia mempunyai kemahiran membuat tanglung yang hebat dan mahir menggunakan pelbagai bahan dan teknik untuk mencipta tanglung yang unik. Dia sentiasa berusaha sedaya upaya untuk menyepadukan emosi ke dalamnya, menjadikan setiap tanglung seolah-olah hidup.",,Avatar: Buka kunci Avatar,Kesan badan: Bunga kuning mengelilingi badan!,,,,
401,StarSpeed,"Xingsu ​​​​adalah ahli syarikat ekspres kosmik ""Ekspres Bintang"" dan bertanggungjawab untuk menghantar bungkusan antara planet. Dia mempunyai semangat misi yang kuat dan yakin bahawa kerjanya adalah penting untuk mengekalkan keharmonian dan kemakmuran alam semesta. Dia tahu bahawa di alam semesta, setiap planet mempunyai persekitaran dan ekosistem tersendiri, jadi dia mematuhi peraturan dan peraturan syarikat dengan tegas untuk memastikan setiap pakej dihantar dengan selamat dan tepat pada masanya.",,Avatar: Buka kunci Avatar,Tapak kaki: Tinggalkan kesan tapak kaki berbentuk tanda ekspres antara bintang,,,,
402,Gadis Jingga,"Gadis Jingga adalah seperti bayi kecil yang sensitif, mudah tersentuh oleh perkara-perkara luaran, air mata sentiasa keluar seketika. Namun, air matanya bukan tanda kelemahan tetapi luahan emosi sebenar. Gadis Jingga sangat baik. Dia melayan semua orang dengan ikhlas dan berhati-hati. Walaupun kadang-kadang kelihatan malu-malu, keberanian dan ketabahannya sentiasa ditunjukkan pada saat-saat genting!",,Avatar: Buka kunci avatar,Tapak kaki: Tinggalkan kesan tapak kaki berbentuk ketam,,,,
403,Mo Yuzhu,"Mo Yuzhu ialah bidadari yang hidup dalam lukisan dakwat. Dia menjalani kehidupan terpencil dengan buluh sebagai penemannya dan dakwat sebagai kawannya. Lukisannya mempunyai sapuan berus yang licin dan konsep artistik yang mendalam, serta dapat mengekspresikan keanggunan dan ketabahan buluh. Secara tajam dan jelas .",,Avatar: Buka kunci avatar,,,,,
404,Komet,"Komet mempunyai kemahiran memandu yang sangat baik dan keupayaan navigasi antara bintang yang hebat. Kapal angkasanya sentiasa boleh mengembara dengan pantas melalui ruang antara bintang dan sampai ke destinasinya dengan tepat. Dia juga seorang mekanik yang sangat baik, mampu membaiki dan menyelenggara pelbagai kapal angkasa dan peralatan mekanikal dengan mahir.",,,Kesan  badan: Cahaya bintang mengelilingi badan!,,,,
405,King Kong Merah,"Naga sebagai haiwan mitos dalam budaya tradisional Cina, melambangkan kekuatan dan tuah sejak zaman purba. Ikuti Tahun Naga edisi terhad King Kong yang dicipta khas oleh Hasbro - [King Kong Merah], berani dan berani,  mara bersama-sama menuju Tahun Naga!",,Avatar: Buka kunci avatar,Kesan badan: Api mengelilingi badan!,,Tapak kaki: Tinggalkan kesan tapak kaki berbentuk naga,,
406,Ying Zhiyi,"Ying Zhiyi, seorang budak lelaki dengan kelembutan dan kesucian bunga sakura. Dia percaya bahawa setiap bunga sakura mempunyai kisahnya sendiri, dan dialah yang sanggup mendengar cerita-cerita ini.",,Avatar: Buka kunci avatar,Tapak kaki: Tinggalkan kesan tapak kaki berbentuk bunga,,,,
407,Chun Ying,"Tinggal di sebuah bandar yang indah dikelilingi oleh bunga sakura, yang mekar setiap tahun dengan cara yang indah, dia juga tidak sabar-sabar untuk bertemu takdirnya di lautan bunga ini.",,Avatar: Buka kunci avatar,Tapak kaki: Tinggalkan kesan tapak kaki berbentuk bunga,,,,
408,Frey,"Frey ialah tuhan yang bertanggungjawab terhadap cahaya matahari dan penuaian. Kewujudannya memenuhi bumi dengan tenaga dan kecergasan. Pada masa yang sama, dia memimpin rakan-rakannya untuk berjuang bersama. Semasa pertempuran, dia akan terus berkembang dan secara beransur-ansur menunjukkan kemuliaan dan kemuliaannya. sebagai tuhan yang bangga.",,Avatar: Buka kunci avatar,Kesan badan: Rune suci mengelilingi badan!,Tapak kaki: Tinggalkan kesan tapak kaki berbentuk matahari,,,
409,Beri Berkat Lin Yun,"Sebagai santo penaung yang bertanggungjawab membunuh dan mengusir roh jahat, Lin Yun memikul tugas penting untuk melindungi dunia. Dia menggunakan kebijaksanaan dan keberanian sebagai senjata, kebaikan dan keadilan sebagai kepercayaan untuk menjaga keamanan dan ketenteraman dunia.",,Avatar: Buka kunci avatar,Kesan badan: Strawberi mengelilingi badan!,,,,
410,Donat Peri Arnab Yuepo,"Sebagai seekor arnab dengan kemahiran unik dan kekayaan, Yue Po sentiasa mengekalkan rasa ingin tahu dan penerokaan dunia yang tidak diketahui, suka mengembara dan mencari lebih banyak perkara baharu dan menarik.",,Avatar: Buka kunci avatar,Kesan badan: Keju krim mengelilingi badan!,,,,
411,,,,,,,,,
