ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
360,"Estate, Fiona","Fiona, cresciuta in riva al mare, è solare e libera, ama giocare con le pistole ad acqua, ma sotto il suo aspetto dolce c'è un cuore fanatico
I... finalmente posso finalmente giocare a mio piacimento!
Fai tu... vuoi giocare anche con me?",,Avatar: Sblocca avatar.,Effetti sul corpo: bolle galleggiano intorno al corpo!,,,,
361,Bonnie,"Sotto il bell'aspetto, ci sono pericoli nascosti, non essere confuso.",,Avatar: Sblocca avatar.,Body Effects: Circondato da una luce meravigliosa!,,,,
362,Yami diavolo rosso,"Il diavoletto rosso di Genki ama molto lo sport. Non avendo paura del freddo, è la frequentatrice più attiva del club, incline a sputare fiamme solo quando è eccitata.",,Avatar: Sblocca avatar.,Body FX: circondati da candidi fiocchi di neve!,,,,
363,Elfo della neve,"Gli elfi che vivono nelle profondità della foresta di ghiaccio e neve sono timidi e avvolti nella lanugine bianca come la neve, e poche persone possono vedere i loro veri colori.",,"Trasformazione Speciale: Sperimenta la metamorfosi in gioco, modifica la tua apparenza e stato!","#cda5b0aTrasformazione: Passa alla forma di elfo invernale, clicca sul pulsante sinistro per la visualizzazione anticipata. #n",Caratteristica: Immuni al congelamento!,Materiale speciale: abiti con cristalli di ghiaccio.,Cornice dell'avatar: Si sblocca automaticamente.,
364,Elfo invernale,"Il benedetto piccolo cristallo di ghiaccio si trasforma in un adorabile elfo invernale, portando una borsa piena di piccoli fiocchi di neve, cospargendo i morbidi fiocchi di neve nel mondo, aggiungendo un tocco di divertimento ai monotoni colori invernali.",,"Trasformazione Speciale: Sperimenta la metamorfosi in gioco, modifica la tua apparenza e stato!",#cda5b0a Trasformazione: Clicca a sinistra per una preview della forma di spirito del ghiaccio. #n,Caratteristica: Elfo invernale immune al gelo!,Materiale speciale: abiti con cristalli di ghiaccio.,Cornice dell'avatar: Si sblocca automaticamente.,
365,roseo,"La principessa del paese della notte oscura è sempre circondata da petali rosso sangue, il succo delle rose tinge la sua gonna di rosso, danza al chiaro di luna con il profumo dei fiori e ha il potere misterioso della vita eterna.",,Avatar: Sblocca avatar.,Effetti sul corpo: le rose sono sparse sul corpo!,,,,
366,San Valentino,"Il ragazzo uccisore di draghi, che è stato controllato dai demoni per molti anni, ha sempre vissuto una vita lontano dalle persone e da solo per evitare di ferire gli innocenti. Ogni volta che sente l'odore del sangue, non può controllare l'energia demoniaca nel suo corpo. Dopo aver riconquistato la coscienza, è sempre estremamente infastidito, ma con la crescita e sconfiggendo gradualmente i demoni, il ragazzo uccisore di draghi alla fine è diventato un drago.",Gli elementi sbloccati possono essere ottenuti dall'evento,Avatar: Sblocca avatar.,Effetti Corpo: Piume svolazzanti sul corpo!,,,,
367,alto rapporto,"Una misteriosa carta dei desideri, chiama il mago Gobi per esplorare una magia sconosciuta. Per entrare in quel nuovo mondo romantico e misterioso, Gobi inizia un viaggio verso il mare di stelle.",,Avatar: Sblocca avatar.,Effetti Corpo: Starlight deriva dal corpo!,,,,
368,,,,,,,,,
369,"Armatura del cielo scarlatto, Hua Mulan","Cavalli d'argento e di ferro, tamburi di guerra si contendono, cavalli sibilano e persone bollono, spade e spade.
Sul campo di battaglia di carne e sangue, non ho mai avuto paura, solo perché porto la mia famiglia e il mio paese sulle spalle, solo in innumerevoli notti, la solitudine e il desiderio goccioleranno dagli angoli dei miei occhi con le lacrime.",,"Cambiamenti speciali: il gioco può realizzare la funzione di trasformazione, cambiando la forma e lo stato!","#cda5b0a cross-dressing: è possibile cambiare la forma boudoir, fare clic sul pulsante a sinistra per visualizzare l'anteprima. #n","#cda5b0a Voce esclusiva: la voce esclusiva verrà riprodotta nella mappa, fai clic sul pulsante a sinistra per ascoltare! #n",Avatar Frame: Sblocca automaticamente Dynamic Avatar Frame quando viene ottenuto.,,
370,"Yue Jin Du Meng, Hua Mulan","Chi dice che una figlia non è brava come Lang? La figlia della famiglia Hua è naturalmente una donna che non permette un uomo! Una donna dura può prendere una strada più difficile di una donna comune, ma per il bene della sua famiglia e del suo paese, tutto ne vale la pena",,"Cambiamenti speciali: il gioco può realizzare la funzione di trasformazione, cambiando la forma e lo stato!","#cda5b0a cross-dressing: è possibile cambiare la forma militare, fare clic sul pulsante a sinistra per visualizzare l'anteprima. #n","#cda5b0a Voce esclusiva: la voce esclusiva verrà riprodotta nella mappa, fai clic sul pulsante a sinistra per ascoltare! #n",Avatar Frame: Sblocca automaticamente Dynamic Avatar Frame quando viene ottenuto.,,
371,Grano semplice,"Dessert Planet Trainee Magician. È più bravo a fare il pane alcalino a base d'acqua ed è anche un fan dell'Hanfu. Attualmente, la qualità del cibo fatto con gli incantesimi non è stabile e ci sono spesso sorprese inaspettate.",Sblocca dall'evento,Avatar: Sblocca l'avatar.,Effetti sul corpo: Il corpo è alla deriva con nodi di acqua alcalina!,,,,
372,Esplosione,"Colpisci ogni colpo!
Guarda bene, ti piacerà sicuramente questa palla!",,Avatar: Sblocca l'avatar.,Effetti sul corpo: le fiamme fluttuano dal corpo!,,,,
373,Saralina,"Bowler senza errori!
Prendilo, questo è il mio regalo per te!",,Avatar: Sblocca l'avatar.,Effetti Corpo: Scintille scoppierà dalla testa!,,,,
374,Dolce bambina,"Sweetheart è una rara sorella che la aiuta sempre, ma nove volte su dieci si incasina. È un membro fondatore della Lovely Legion e di solito cerca il suo talento con Apple Lili e Eye-catching Lulu, ma il suo più grande desiderio è vivere felicemente con sua sorella.",,Avatar: Sblocca l'avatar.,Effetti corpo: note musicali fluttuanti del corpo!,,,,
375,Colpire Lulu Ragazza,"Più avventurosa delle storie emotive, Lulu è sempre energica e fanciullesca. Anche se le sue abilità di volo sono molto limitate, può usare abilmente le sue ali per aiutarla a spingere il flyboard ed eseguire una serie di movimenti difficili.",,Avatar: Sblocca l'avatar.,Effetti Corpo: Spot di luce svolazzante sul corpo!,,,,
376,,,,,,,,,
377,,,,,,,,,
378,Shanzhu,"Rotondo, paffuto
Cappotto rosso porpora con polpa bianca come la neve,
Dolce e acido si intrecciano nel cuore,
Questa è la fragranza della natura.",,Avatar: Sblocca l'avatar.,Effetto corpo: i fiori di Mangkhut sono sparsi sul corpo!,,,,
379,Miao Meng Cucina,"Lo chef Meow Meng, che proviene da una famosa famiglia culinaria, farà divertire i buongustai finché apparirà. Il suo famoso detto è ""Tutto il pesce nelle mie mani può essere trasformato in piatti deliziosi"".",,Avatar: Sblocca l'avatar.,Impronte di gatto nei luoghi percorsi.,,,,
380,"Estremo Bestia Agente, Tata","Una squadra medica d'élite della famiglia delle capre, il suo consiglio tecnologico può vedere tutti gli agenti che devono essere trattati. Quando c'è una situazione anormale, andranno immediatamente a trattarla spruzzando una soluzione di recupero.",,Avatar: Sblocca l'avatar.,,,,,
381,SENRO,"Il misterioso messaggero del vuoto, la vastità dell'universo ha le sue convinzioni, e per questo motivo, preferisce sacrificarsi all'oscurità. Il pianeta sterile è la sua prigione solitaria, ma non può impedirgli di curiosare nel mondo. Non cercare di catturarlo, perché ciò che vedi è sempre solo il suo fantasma.",,Avatar: Sblocca l'avatar.,Effetto corporeo: Energia dal vuoto.,,,,
382,Principessa di ghiaccio Elena,"Elena, la principessa di ghiaccio, con un carattere aperto e dolce, amata e adorata dalle fate della foresta. Lei è l'anima della foresta, emanando calore e tolleranza, diventando la guida nei cuori delle persone.",,Profilo: Sblocca il profilo.,Effetto corporeo: Fiocchi di neve puri circondano il suo corpo!,Caratteristica: La principessa di ghiaccio non viene influenzata dal congelamento!,"Cornice del profilo: Si sblocca automaticamente dopo l'acquisizione, cornice del profilo dinamica.",Traccia dei passi: Lascia una traccia di fiocchi di neve colorati dove cammina.,
383,Principessa del ghiaccio · Evelina,"Evelyn è una cavaliere di cristallo ghiacciato, come sorella minore, è riservata e tenace, ama nascondersi nella foresta. Compare solo in caso di crisi, è un affidabile sostegno per sua sorella maggiore Eirinna.",,Avatar: Sblocca l'avatar.,Effetto fisico: Rovesciando fiocchi di neve bianchi come la neve!,Abilità: La principessa del ghiaccio non è influenzata da alcun effetto di congelamento!,Cornice Avatar: Sblocca automaticamente la cornice per un avatar animato.,,
384,Signore dei Pesci Gemelli Isis,"Poema dell'acqua, una leggenda d'amore.
Totem del Mare Stellato, dove le anime gridano. 
Questo antico guardiano degli oceani è sia un redentore che un martire.",,Avatar: Sblocca Avatar,Effetto del Corpo: il corpo è avvolto nell'energia dei Pesci!,,,,
385,Signora dei Gemelli Pesci Helena,"Nato sotto i Pesci, un messaggero dal mare.
Le lacrime cadono nell'oceano vasto, dove i pesci assaggiano la tristezza.
Tra l'ampio spazio stellato, lei danza al sussurro dei pesci.",,Avatar: Sblocca Avatar,Effetto sul corpo: Il corpo è avvolto nell'energia dei Pesci!,,,,
386,Void Guardian Serina,"In questa notte di vuoto cosmico, il mazzo viene rimescolato.
Il tempo ciclicamente cambia, gli incubi assediano e la guerra del male incombe.
Un'ombra fugace nel buio, il mio attacco è rapido.",,"Speciale Trasformazione: Sperimenta la trasformazione in gioco, alterando il tuo aspetto e stato!",#cda5b0aCostume Change: Switch to the Void Shadow attire. Click the left button for a preview.#n,Clicca il bottone sulla sinistra per trasformarti in una bestia.,#cda5b0aExclusive Voiceover: Exclusive voiceover will play within the map. Click the left button to listen!#n,Avatar Frame: Sblocca la skin per ottenere un Avatar Frame esclusivo!,
387,Void Shadow Serina,"Sparse nella notte, le stelle sono infuse di energia del vuoto. 
Una stele nel cielo notturno, bisbigliando un incantesimo di resurrezione. 
I capelli lunghi danzanti tessono la mia armatura di ombre.",,"Trasformazione speciale: sperimenta la trasformazione in gioco, modificando il tuo aspetto e status!",#cda5b0aCambio di costume: passa all'equipaggiamento Void Guardian. Clicca il pulsante sinistro per una anteprima.#n,Trasformazione: clicca il pulsante a sinistra per trasformarti in una bestia.,#cda5b0aDoppiaggio esclusivo: il doppiaggio esclusivo sarà riprodotto all'interno della mappa. Clicca il pulsante sinistro per ascoltare!#n,Cornice avatar: sblocca la skin per ottenere una cornice avatar esclusiva!,
388,Fiori squisiti,"Cambiando il destino nel gioco, proteggendo la patria nella realtà. Sono la Principessa dei Fiori, che danza dentro il padiglione. - La skin collaborativa ""Principessa dei Fiori"" dell'opera di Hunan.",,Avatar sbloccato,Effetto corporeo: fiori sono intorno a te!,,,,
389,Long Yu,"Capire tutto negli esami, sempre indovinare giusto, sempre passare, stelle fortunate che brillano~",,Avatar: Sblocca avatar.,Effetto corporeo: Monete d'oro che fluttuano intorno al corpo!,,,,
390,Liyao,"Chi ha detto che i pesci hanno solo una memoria di sette secondi! Oh, chi mi ha appena dato questa busta rossa?",,Avatar: Sblocca l'avatar.,Effetto corporeo: il corpo è avvolto da punti luce dorata!,,,,
391,,,,,,,,,
392,,,,,,,,,
393,,,,,,,,,
394,Berry Sweetheart,"La vera identità di Berry Sweetheart risiede nel suo ruolo di elfo della torta di frutta. Si diverte a nascondere i suoi talenti, rivelandoli solo quando non c'è nessuno intorno. In segreto, evoca dolci su una lunga panca usando la magia.",,Avatar: Sblocca Avatar,Effetto sul corpo: Le bacche avvolgono il corpo!,,,,
395,Angelica,"Angelica serve come un inviato dal regno celeste. La sua missione è quella di trasmettere messaggi di amore e speranza ai mortali. Con i suoi poteri di guarigione, cura le ferite delle persone, portando calore e luce nei loro cuori.",,Avatar: Sblocca Avatar,Effetto del corpo: energia di guarigione ti circonda!,,,,
396,Mini - Aereo da Guerra Cremisi,"Una forma di vita meccanica che dà la priorità alla velocità e alla potenza del fuoco. Il suo intero corpo cremisi assomiglia a un caccia ad alta velocità. Quattro lame energetiche sono integrate su entrambi i lati del suo corpo, pronte a tagliare i nemici.",,Avatar: Sblocca Avatar,Effetto del Corpo: Le fiamme danzano intorno al corpo!,Trasformazione: Clicca il pulsante per trasformarsi in modalità aereo da combattimento.,,,
397,Moda drago,"Come innovatore non convenzionale, porta sogni attraverso le terre, offrendo opportunità a coloro che cercano l'innovazione.",,Avatar: Sblocca Avatar,Effetto pelle: una cascata di monete d'oro si riversa intorno!,,,,
398,Fitter,"Il padre di Fitter guida l'associazione degli assassini del continente di Norland. Quando i suoi genitori scomparvero durante una battaglia contro i Mostri del Vuoto, Fitter intraprese una missione per avventurarsi nel misterioso regno del Vuoto per trovarli.",,Avatar: Sblocca Avatar,Effetto del corpo: Il potere del Vuoto fluttua intorno al corpo!,,,,
399,Eilo,"Originariamente una buona studentessa alla Norland School e una ""piccola principessa"" protetta dai suoi genitori, Eilo ha inaspettatamente risvegliato la capacità di entrare nel regno del Vuoto. Guidata da Fitter, è diventata un'abile assassina donna, cacciando creature del Vuoto insieme a Fitter.",,Avatar: Sblocca Avatar,Effetto del corpo: il potere del Vuoto fluttua intorno al corpo!,,,,
400,Lanternaia ragazza,"Lanternaia ragazza, nata e cresciuta in un rustico villaggio, eredita l'arte della costruzione delle lanterne tramandata attraverso generazioni dalla sua famiglia. Fin dalla tenera età, apprende sotto la guida di suo nonno l'arte della costruzione delle lanterne. La sua maestria in questo mestiere è senza pari, poiché riesce abilmente a unire una varietà di materiali e tecniche per creare lanterne uniche nel loro genere. Con una dedizione incrollabile, conferisce ad ogni creazione delle emozioni, portandole alla vita con una presenza incantevole.",,Avatar: Sblocca Avatar,Effetto del corpo: fiori gialli intorno a te!,,,,
401,StarSpeed,"StarSpeed, un dipendente del corriere interstellare ""Star Express"", si assume l'importante compito di consegnare pacchi tra i pianeti. Attraversa l'estensione cosmica, credendo che il suo lavoro svolga un ruolo integrale nel mantenimento dell'armonia e della prosperità dell'universo. Riconoscendo l'unicità di ogni ecosistema planetario, segue meticolosamente i protocolli dell'azienda per garantire la consegna sicura e tempestiva di ogni pacco.",,Avatar: Sblocca Avatar,Impronta: Lascia impronte interstellari ovunque tu cammini.,,,,
402,La ragazza arancione,"La ragazza arancione è un'anima sensibile, facilmente commossa dal mondo circostante. Le sue lacrime scorrono liberamente mentre esprime le sue emozioni, ma non sono un segno di debolezza; piuttosto, rivelano i suoi autentici sentimenti. Nutre una profonda gentilezza e tratta tutti con sincerità e amore. Anche se può sembrare timida, il suo coraggio e la sua resilienza brillano intensamente di fronte alle sfide.",,Avatar: Sblocca Avatar,Impronta: Lascia impronte di granchio ovunque cammini.,,,,
403,Ink Bamboo (Permanente),"Ink Bamboo è una fata che risiede in un dipinto ad inchiostro. Vive una vita appartata, accompagnata solo dal bambù come leale compagno e dall'inchiostro come suo affidabile confidente. I suoi dipinti mostrano una qualità senza soluzione di continuità ed espansiva, catturando eloquentemente la grazia e la resilienza insite nel bambù.",,Avatar: Sblocca Avatar,,,,,
404,Comet,"Comet vanta eccezionali abilità di pilotaggio e avanzate capacità di navigazione interstellare. La sua astronave scivola rapidamente attraverso l'immensità dello spazio interstellare, arrivando sempre alla sua destinazione con precisione millimetrica. Inoltre, eccelle come meccanico, abile nel riparare e mantenere vari veicoli spaziali ed attrezzature meccaniche.",,Avatar: Sblocca Avatar,Effetto Corporeo: I bagliori delle stelle sono intorno a te!,,,,
405,Crimson Guardian,"Nella cultura tradizionale cinese, il drago ha da tempo simboleggiato la forza e la fortuna. Creato appositamente da Hasbro per l'anno del Dragone, l'edizione limitata [Crimson Guardian] ti invita ad affrontare senza paura le sfide e superare gli ostacoli in quest'anno propizio!",,Avatar: Sblocca Avatar,Effetto Corporeo: Fiamme ti circondano!,Transformazione: Clicca il pulsante a destra per passare dalla forma robot alla forma veicolo!,Impronta: Lascia impronte di drago ovunque tu vada.,,
406,Cherry Insight,"Cherry Insight è un ragazzo gentile e dal cuore puro, incarnando le qualità dei fiori di ciliegio. Crede che ogni fiore di ciliegio racchiuda una storia unica e lui è disposto ad ascoltare questi racconti.",,Avatar: Sblocca Avatar,Impronta: Lascia impronte di foglie floreali ovunque cammini.,,,,
407,Primavera Ciliegio,"Vivendo in una pittoresca città circondata da fiori di ciliegio, la Primavera Ciliegio aspetta con impazienza ogni anno l'occasione di incontrare il suo destino quando i fiori di ciliegio sbocciano come un dipinto poetico.",,Avatar: Sblocca Avatar,Impronta: Lascia impronte a forma di fiore ovunque tu cammini.,,,,
408,Frey,"Frey, il dio che sorveglia la luce del sole e i raccolti, infonde vitalità e vigore nella terra. Si occupa anche di guidare i compagni in battaglia. Attraverso questi conflitti intensi, svela con costante brillantezza e onore la sua grandezza come divinità.",,Avatar: Sblocca Avatar,Effetto del Corpo: Rune sacre ti circondano!,Impronta: Lascia impronte di sole ovunque cammini.,,,
409,La Benedizione delle Bacche di Lin Yun,"Lin Yun, la divinità custode incaricata di sconfiggere le forze maligne, ha il solenne dovere di proteggere il mondo mortale. Armata di saggezza e coraggio come armi, e guidata dalla gentilezza e dalla giustizia come principi, assicura l'armonia e la tranquillità del mondo.",,Avatar: Sblocca Avatar,Effetto corpo: Fragole avvolgono il corpo!,,,,
410,Coniglio Donut Yue Po,"Yue Po, un coniglio di straordinaria abilità e vasta ricchezza, mantiene una sete di esplorazione nel mondo sconosciuto. Si delizia attraversando lontano e largo, cercando nuove e affascinanti esperienze.",,Avatar: Sblocca Avatar,Effetto corporeo: La crema di formaggio avvolge il corpo!,,,,
411,,,,,,,,,
