ID,任务名,任务描述,任务追踪
3004060,경비원 공공의 적 III,모래 수호자를 물리치십시오 @1#r(모래 수호자는 사막 오아시스 지하에서 찾을 수 있습니다),판매 가드를 물리칩니다 @1
3004061,용암 거대 공공의 적 I,"용암 거인을 물리치다#r(일반적으로 화산, 불타는 별 등 뜨거운 곳에서 발생함)",용암 거인을 물리치다 @1
3004062,용암 거대 공공의 적 II,"용암 거인을 물리치다#r(일반적으로 화산, 불타는 별 등 뜨거운 곳에서 발생함)",용암 거인을 물리치다 @1
3004063,용암 거대 공공의 적 III,"용암 거인을 물리치다#r(일반적으로 화산, 불타는 별 등 뜨거운 곳에서 발생함)",용암 거인을 물리치다 @1
3004064,유황 궁수 공공의 적 I,브림스톤 궁수를 물리치다 @1#r(일반적으로 불타는 별에서 볼 수 있음),브림스톤 궁수를 물리칩니다 @1
3004065,유황 궁수 공공의 적 II,브림스톤 궁수를 물리치다 @1#r(일반적으로 불타는 별에서 볼 수 있음),브림스톤 궁수를 물리칩니다 @1
3004066,유황 궁수 공공의 적 III,브림스톤 궁수를 물리치다 @1#r(일반적으로 불타는 별에서 볼 수 있음),브림스톤 궁수를 물리칩니다 @1
3004067,귀여운 눈 딩 공공의 적 I,팅크를 물리치다#r (폭탄을 조심하세요!),귀여운 눈동자를 물리치다 @1
3004068,귀여운 눈동자 딩 공공의 적 II,팅크를 물리치다#r (폭탄을 조심하세요!),귀여운 눈동자를 물리치다 @1
3004069,귀여운 눈동자 딩 공공의 적 III,팅크를 물리치다#r (폭탄을 조심하세요!),귀여운 눈동자를 물리치다 @1
3004070,귀여운 눈 노크 노크 공공의 적 I,귀여운 눈동자 동동을 물리치세요#r (얼음 결정을 조심하세요!),귀여운 눈 동동을 물리치다 @1
3004071,귀여운 눈 노크 노크 공공의 적 II,귀여운 눈동자 동동을 물리치세요#r (얼음 결정을 조심하세요!),귀여운 눈 동동을 물리치다 @1
3004072,귀여운 눈 노크 노크 공공의 적 III,귀여운 눈동자 동동을 물리치세요#r (얼음 결정을 조심하세요!),귀여운 눈 동동을 물리치다 @1
3004073,귀여운 눈은 공공의 적이 되어야 합니다,귀여운 눈 당당을 물리치다 @1#r(충돌 조심하세요!),귀여운 눈 당당을 물리치다 @1
3004074,공공의 적이 될 때 귀여운 눈 II,귀여운 눈 당당을 물리치다 @1#r(충돌 조심하세요!),귀여운 눈 당당을 물리치다 @1
3004075,귀여운 눈 당당 공공의 적 III,귀여운 눈 당당을 물리치다 @1#r(충돌 조심하세요!),귀여운 눈 당당을 물리치다 @1
3004076,귀여운 눈 공공의 적 I,"귀여운 눈을 때려 @1#r(귀여운 눈을 자극할 수 없어, 자극하지 않도록 해)",귀여운 눈을 물리치다 @1
3004077,귀여운 눈 공공의 적 II,"귀여운 눈을 때려 @1#r(귀여운 눈을 자극할 수 없어, 자극하지 않도록 해)",귀여운 눈을 물리치다 @1
3004078,"귀여운 눈, 공공의 적 III","귀여운 눈을 때려 @1#r(귀여운 눈을 자극할 수 없어, 자극하지 않도록 해)",귀여운 눈을 물리치다 @1
3004079,얼음 정령은 공공의 적 I을 지키고 있습니다.,얼음 정령 수호자 @1#r을 물리치세요 (일부 얼음 정령 수호자는 얼어붙은 긴 막대기를 손에 쥐고 가까이 하지 않을 수 있습니다),얼음 정령 수호대 처치 @ 1
3004080,아이스 스피릿 가드 공공의 적 II,얼음 정령 수호자 @1#r을 물리치세요 (일부 얼음 정령 수호자는 얼어붙은 긴 막대기를 손에 쥐고 가까이 하지 않을 수 있습니다),얼음 정령 수호대 처치 @ 1
3004081,얼음 정령 수호자 공공의 적 III,얼음 정령 수호자 @1#r을 물리치세요 (일부 얼음 정령 수호자는 얼어붙은 긴 막대기를 손에 쥐고 가까이 하지 않을 수 있습니다),얼음 정령 수호대 처치 @ 1
3004082,서리 야만인 사제 공공의 적 I.,Frost Savage Priest를 물리치세요 @1#r (Frost Savage Priest는 더 위축되어 열대 우림과 같은 덥고 습한 곳보다 극지 동굴을 선호합니다),동상 야만인 사제 처치 @ 1
3004083,동상 야만인 사제 공공의 적 II,Frost Savage Priest를 물리치세요 @1#r (Frost Savage Priest는 더 위축되어 열대 우림과 같은 덥고 습한 곳보다 극지 동굴을 선호합니다),동상 야만인 사제 처치 @ 1
3004084,서리 야만인 사제 공공의 적 III,Frost Savage Priest를 물리치세요 @1#r (Frost Savage Priest는 더 위축되어 열대 우림과 같은 덥고 습한 곳보다 극지 동굴을 선호합니다),동상 야만인 사제 처치 @ 1
3005001,낙서 새 사냥꾼 I,두들 새를 이겨라 @1#r (두들 새는 음식과 깃털의 주요 공급원 중 하나입니다),낙서 새 @1
3005002,두들 버드 헌터 II,두들 새를 이겨라 @1#r (두들 새는 음식과 깃털의 주요 공급원 중 하나입니다),낙서 새 @1
3005003,두들 버드 헌터 III,두들 새를 이겨라 @1#r (두들 새는 음식과 깃털의 주요 공급원 중 하나입니다),낙서 새 @1
3005004,보우 비스트 헌터 1세,볼보를 물리치다 @1#r (볼보는 음식과 가죽의 주요 공급원 중 하나이므로 반격할 수 있으니 조심하세요),볼보를 물리치다 @1
3005005,볼보 헌터 II,볼보를 물리치다 @1#r (볼보는 음식과 가죽의 주요 공급원 중 하나이므로 반격할 수 있으니 조심하세요),볼보를 물리치다 @1
3005006,볼보 헌터 III,볼보를 물리치다 @1#r (볼보는 음식과 가죽의 주요 공급원 중 하나이므로 반격할 수 있으니 조심하세요),볼보를 물리치다 @1
3005007,마운드 헌터 I.,Beat Dun Dun @1#r (Dun Dun은 주요 식량 공급원 중 하나이며 때때로 똥을 생성합니다),비트 던 던 @ 1
3005008,마운드 헌터 II,Beat Dun Dun @1#r (Dun Dun은 주요 식량 공급원 중 하나이며 때때로 똥을 생성합니다),비트 던 던 @ 1
3005009,마운드 헌터 III,Beat Dun Dun @1#r (Dun Dun은 주요 식량 공급원 중 하나이며 때때로 똥을 생성합니다),비트 던 던 @ 1
3005010,뿔이 달린 사슴 사냥꾼 I,뿔 달린 사슴을 이겨라 @1#r (뿔 달린 사슴은 주요 식량원 중 하나입니다),뿔 달린 사슴을 물리치다 @1
3005011,뿔이 달린 사슴 사냥꾼 II,뿔 달린 사슴을 이겨라 @1#r (뿔 달린 사슴은 주요 식량원 중 하나입니다),뿔 달린 사슴을 물리치다 @1
3005012,뿔이 달린 사슴 사냥꾼 III,뿔 달린 사슴을 이겨라 @1#r (뿔 달린 사슴은 주요 식량원 중 하나입니다),뿔 달린 사슴을 물리치다 @1
3005013,폭스 헌터 1세,여우를 물리치다 @1#r(여우는 가죽의 주요 공급원 중 하나이므로 반격할 수 있으니 조심하세요),여우를 물리치다 @1
3005014,폭스 헌터 II,여우를 물리치다 @1#r(여우는 가죽의 주요 공급원 중 하나이므로 반격할 수 있으니 조심하세요),여우를 물리치다 @1
3005015,폭스 헌터 3세,여우를 물리치다 @1#r(여우는 가죽의 주요 공급원 중 하나이므로 반격할 수 있으니 조심하세요),여우를 물리치다 @1
3005016,데저트 울프 헌터 1세,데저트 울프를 물리치다 @1#r(데저트 울프는 가죽의 주요 공급원 중 하나이므로 반격할 수 있으니 조심하세요),사막 늑대를 물리치다 @1
3005017,데저트 울프 헌터 II,데저트 울프를 물리치다 @1#r(데저트 울프는 가죽의 주요 공급원 중 하나이므로 반격할 수 있으니 조심하세요),사막 늑대를 물리치다 @1
3005018,데저트 울프 헌터 III,데저트 울프를 물리치다 @1#r(데저트 울프는 가죽의 주요 공급원 중 하나이므로 반격할 수 있으니 조심하세요),사막 늑대를 물리치다 @1
3005019,야생 타조 사냥꾼 I,야생 타조를 물리치다 @1#r(@item_12607#은 사막에서 희귀한 식량원),야생 타조를 물리치다 @1
3005020,야생 타조 사냥꾼 II,야생 타조를 물리치다 @1#r(@item_12607#은 사막에서 희귀한 식량원),야생 타조를 물리치다 @1
3005021,야생 타조 사냥꾼 III,야생 타조를 물리치다 @1#r(@item_12607#은 사막에서 희귀한 식량원),야생 타조를 물리치다 @1
3005022,레오파드 헌터 1세,표범을 물리치다 @1#r (열대우림에서 표범 매복을 조심하세요),표범을 물리치다 @1
3005023,레오파드 헌터 II,표범을 물리치다 @1#r (열대우림에서 표범 매복을 조심하세요),표범을 물리치다 @1
3005024,레오파드 헌터 3세,표범을 물리치다 @1#r (열대우림에서 표범 매복을 조심하세요),표범을 물리치다 @1
3005025,플라잉 치킨 헌터 1세,"날으는 닭을 이겨라 @1#r (평원의 빈 섬에서 만날 것이다, 날으는 닭은 깃털의 주요 공급원 중 하나이다)",날으는 닭을 물리치다 @1
3005026,플라잉 치킨 헌터 II,"날으는 닭을 이겨라 @1#r (평원의 빈 섬에서 만날 것이다, 날으는 닭은 깃털의 주요 공급원 중 하나이다)",날으는 닭을 물리치다 @1
3005027,플라잉 치킨 헌터 III,날으는 닭을 이겨라 @1#r (날으는 닭은 깃털의 주요 공급원 중 하나입니다),날으는 닭을 물리치다 @1
3005028,파이팅 치킨 헌터 I,"배틀 치킨을 물리치다 @1#r (배틀 치킨은 사납다, 붉은 지구 섬에서 조심하라)",배틀 치킨을 물리치다 @1
3005029,파이팅 치킨 헌터 II,"배틀 치킨을 물리치다 @1#r (배틀 치킨은 사납다, 붉은 지구 섬에서 조심하라)",배틀 치킨을 물리치다 @1
3005030,파이팅 치킨 헌터 III,"배틀 치킨을 물리치다 @1#r (배틀 치킨은 사납다, 붉은 지구 섬에서 조심하라)",배틀 치킨을 물리치다 @1
3005031,비명을 지르는 치킨 헌터 I,"비명을 지르는 치킨 @1#r(귀여운 눈에 등장하는 종, 드롭 @item_11069#일부 소품의 재료로 사용할 수 있음)",비명을 지르는 치킨을 물리치다 @1
3005032,비명을 지르는 치킨 헌터 II,"비명을 지르는 치킨 @1#r(귀여운 눈에 등장하는 종, 드롭 @item_11069#일부 소품의 재료로 사용할 수 있음)",비명을 지르는 치킨을 물리치다 @1
3005033,비명을 지르는 치킨 헌터 III,"비명을 지르는 치킨 @1#r(귀여운 눈에 등장하는 종, 드롭 @item_11069#일부 소품의 재료로 사용할 수 있음)",비명을 지르는 치킨을 물리치다 @1
3005034,갈매기 사냥꾼 1세,갈매기 물리치기 @1#r(갈매기 깃털은 보통 물속에서 날아다니는 활과 화살을 만드는 데 사용할 수 있습니다),갈매기를 물리치다 @1
3005035,갈매기 사냥꾼 II,갈매기 물리치기 @1#r(갈매기 깃털은 보통 물속에서 날아다니는 활과 화살을 만드는 데 사용할 수 있습니다),갈매기를 물리치다 @1
3005036,갈매기 사냥꾼 III,갈매기 물리치기 @1#r(갈매기 깃털은 보통 물속에서 날아다니는 활과 화살을 만드는 데 사용할 수 있습니다),갈매기를 물리치다 @1
3005037,크랩 헌터 1세,"게를 물리치다 @1#r (게 클램프를 조심하세요, 불행히도 잡히면 몇 번 더 공격해서 버리세요)",게를 물리치다 @1
3005038,크랩 헌터 II,"게를 물리치다 @1#r (게 클램프를 조심하세요, 불행히도 잡히면 몇 번 더 공격해서 버리세요)",게를 물리치다 @1
3005039,크랩 헌터 III,"게를 물리치다 @1#r (게 클램프를 조심하세요, 불행히도 잡히면 몇 번 더 공격해서 버리세요)",게를 물리치다 @1
3005040,Yan Yan Crab Hunter I,Yan Yan Crab @1 #r (Yan Yan Crab이 해안에 있을 때 아무도 마그마에 몸을 담그고 싶어하지 않습니다),Yan Crab을 물리치다 @1
3005041,Yan Yan Crab Hunter II,Yan Yan Crab @1 #r (Yan Yan Crab이 해안에 있을 때 아무도 마그마에 몸을 담그고 싶어하지 않습니다),Yan Crab을 물리치다 @1
3005042,Yan Yan Crab Hunter III,Yan Yan Crab @1 #r (Yan Yan Crab이 해안에 있을 때 아무도 마그마에 몸을 담그고 싶어하지 않습니다),Yan Crab을 물리치다 @1
3005043,반딧불 포수 I,@item_11320#을 사용하여 반딧불이를 잡으십시오 @1#r(일반적으로 피치트리 분지 생태계에 나타납니다),반딧불이 잡기 @1
3005044,반딧불 포수 II,@item_11320#을 사용하여 반딧불이를 잡으십시오 @1#r(일반적으로 피치트리 분지 생태계에 나타납니다),반딧불이 잡기 @1
3005045,반딧불 포수 III,@item_11320#을 사용하여 반딧불이를 잡으십시오 @1#r(일반적으로 피치트리 분지 생태계에 나타납니다),반딧불이 잡기 @1
3005046,원숭이 나비 포수 I,@item_11320#을 사용하여 빨간 머틀 나비를 잡으십시오 @1#r(일반적으로 초원의 빈 섬 근처에 나타납니다),빨간 나비를 잡아라 @1
3005047,원숭이 나비 포수 II,@item_11320#을 사용하여 빨간 머틀 나비를 잡으십시오 @1#r(일반적으로 초원의 빈 섬 근처에 나타납니다),빨간 나비를 잡아라 @1
3005048,원숭이 나비 포수 III,@item_11320#을 사용하여 빨간 머틀 나비를 잡으십시오 @1#r(일반적으로 초원의 빈 섬 근처에 나타납니다),빨간 나비를 잡아라 @1
3005049,블루 버터플라이 캐처 I,@item_11320#을 사용하여 푸른 나비를 잡으십시오 @1#r(일반적으로 초원의 빈 섬 근처에 나타납니다),푸른 나비 잡기 @1
3005050,블루 버터플라이 캐처 II,@item_11320#을 사용하여 푸른 나비를 잡으십시오 @1#r(일반적으로 초원의 빈 섬 근처에 나타납니다),푸른 나비 잡기 @1
3005051,블루 버터플라이 캐처 III,@item_11320#을 사용하여 푸른 나비를 잡으십시오 @1#r(일반적으로 초원의 빈 섬 근처에 나타납니다),푸른 나비 잡기 @1
3005052,향기로운 나비 포수 I,@item_11320#을 사용하여 향긋한 분홍색 나비를 잡으십시오 @1#r(일반적으로 초원의 빈 섬 근처에 나타납니다),향기로운 나비 잡기 @1
3005053,향기로운 나비 포수 II,@item_11320#을 사용하여 향긋한 분홍색 나비를 잡으십시오 @1#r(일반적으로 초원의 빈 섬 근처에 나타납니다),향기로운 나비 잡기 @1
3005054,향기로운 나비 포수 III,@item_11320#을 사용하여 향긋한 분홍색 나비를 잡으십시오 @1#r(일반적으로 초원의 빈 섬 근처에 나타납니다),향기로운 나비 잡기 @1
3005055,흰 나비 포수 I,@item_11320#을 사용하여 흰색 향기로운 나비를 잡으십시오 @1#r(일반적으로 초원의 빈 섬 근처에 나타납니다),흰 나비 잡기 @1
3005056,흰 나비 포수 II,@item_11320#을 사용하여 흰색 향기로운 나비를 잡으십시오 @1#r(일반적으로 초원의 빈 섬 근처에 나타납니다),흰 나비 잡기 @1
3005057,흰 나비 포수 III,@item_11320#을 사용하여 흰색 향기로운 나비를 잡으십시오 @1#r(일반적으로 초원의 빈 섬 근처에 나타납니다),흰 나비 잡기 @1
3005058,롱신 버터플라이 캐처 I,@item_11320#을 사용하여 용자 나비를 잡으십시오 @1#r(일반적으로 초원의 빈 섬 근처에 나타납니다),긴 신 나비 잡기 @1
3005059,롱신 버터플라이 캐처 II,@item_11320#을 사용하여 용자 나비를 잡으십시오 @1#r(일반적으로 초원의 빈 섬 근처에 나타납니다),긴 신 나비 잡기 @1
3005060,롱신 버터플라이 캐처 III,@item_11320#을 사용하여 용자 나비를 잡으십시오 @1#r(일반적으로 초원의 빈 섬 근처에 나타납니다),긴 신 나비 잡기 @1
3005061,혀 벨 나비 포수 I,@item_11320#을 사용하여 혀의 종 나비를 잡으십시오 @1#r(일반적으로 초원의 빈 섬 근처에 나타납니다),혀 종 나비 잡기 @1
3005062,혀 벨 나비 포수 II,@item_11320#을 사용하여 혀의 종 나비를 잡으십시오 @1#r(일반적으로 초원의 빈 섬 근처에 나타납니다),혀 종 나비 잡기 @1
3005063,혀 벨 나비 포수 III,@item_11320#을 사용하여 혀의 종 나비를 잡으십시오 @1#r(일반적으로 초원의 빈 섬 근처에 나타납니다),혀 종 나비 잡기 @1
3005064,스노우 헤어 헌터 I.,스노우 래빗을 물리치세요 @1#r (스노우 래빗은 빙원에서 가장 흔한 생물이자 빙원에서 중요한 생존 자원의 주요 공급원입니다),비트 스노우 래빗 @ 1
3005065,스노우 헤어 헌터 II,스노우 래빗을 물리치세요 @1#r (스노우 래빗은 빙원에서 가장 흔한 생물이자 빙원에서 중요한 생존 자원의 주요 공급원입니다),비트 스노우 래빗 @ 1
3005066,스노우 헤어 헌터 III,스노우 래빗을 물리치세요 @1#r (스노우 래빗은 빙원에서 가장 흔한 생물이자 빙원에서 중요한 생존 자원의 주요 공급원입니다),비트 스노우 래빗 @ 1
4001001,눈부신 빛,"바다에서 랜턴 물고기를 이기고, 글로우 스틱 해조류 물고기는 @item_11318#@1#r(랜턴 물고기, 글로우 스틱 해조류 물고기, 보통 심해에서 발견됨)",@item_11318#@1을 얻으십시오.
4001002,어둠을 쫓아내,@item_12599#@1을 얻기 위한 처리#r(처리를 위해 @item_797#을 사용해야 함),처리 get@item_12599#@1
4001003,저주를 풀다 - Savage Companion,@item_12599 # 사용 잠자는 새비지 워리어를 노크하여 저주를 풀고 @item_12502#을 먹도록 초대하세요. #r (밤에 @item_1200#roast를 사용하면 모닥불 옆에서 잠이 드는 야생 전사를 끌어들일 수 있습니다...),무료 야만인 전사 @1
4001004,나무꾼으로 변경,야만인 파트너에게 @item_11003#@1을 주세요#r(@item_11003#을 누르고 야만인 파트너를 클릭하여 넘겨주세요),동료 야만인들에게 @item_11003#@1을 주세요
4001005,변경된 가드,야만인 파트너에게 @item_12003 #@1을 줘#r (@item_12003 #을 잡고 야만인 파트너를 클릭하여 넘겨주세요),동료 야만인들에게 @item_12003 #@1을 주세요
4001006,나무 심기 돕기,@item_11023#@1을 Savage Partner@1에게 주세요#r(@item_11023#을 누르고 Savage Partner를 클릭하여 넘겨주세요),동료 야만인들에게 @item_11023#@1을 주세요
4001007,나무꾼 작업 공간,@item_1204#@1을 배치하십시오#r(그런 다음 나무꾼이 @item_1204# 주변에서 작동합니다),장소 @item_1204#@1
4001008,저주를 풀다 - 사냥꾼 동료,잠자는 야만인 창 던지기를 @item_12599 #Knock 사용하여 저주를 풀고 @item_12502#을 먹도록 초대하세요. #r (밤에 @item_1200#roast를 사용하여 야생 창 던지는 사람을 유인하면 야생 창 던지는 사람이 가득 차면 모닥불 옆에서 잠이 듭니다...),새비지 스프어스로워 구출 @1
4001009,변신 궁수,@item_12050 #@1交给猎手伙伴#r (handheld@item_12050# 사냥꾼 동료를 클릭하여 제공),윌 @item_12050 #@1交给猎手伙伴
4001010,작업 영역 보호,@item_1205#@1#r 배치 (그러면 경비원이 @item_1205# 주변에서 일합니다),장소 @item_1205#@1
4001011,변한 농부,@item_11033#@1을 헌터 파트너에게 줘#r(@item_11033#을 누르고 헌터 파트너를 클릭하여 줘),동료 사냥꾼들에게 @item_11033#@1을 주세요
4001012,농부 작업 영역,@item_1203#@1#r(농부가 @item_1203# 주변에서 일할 것입니다),장소 @item_1203#@1
4001013,저주를 없애다 - Mengbao 파트너,@item_12599#를 사용하여 잠자는 야생의 귀여운 보물을 두드려 저주를 불식시킨 다음 @item_12502#를 먹도록 초대합니다. #r(밤에 @item_1200# 바베큐를 사용하여 야생의 귀여운 보물을 유인하면 야생의 귀여운 보물이 식사 후 모닥불 옆에서 잠이 듭니다...),구조 예멍바오 @1
4001014,전근 도우미,Mengbao Partner에게 @item_800#@1을 줘#r (@item_800 #을 누르고 Mengbao Partner를 클릭하여 넘겨주세요),Mengbao 파트너에게 @item_800 #@1 제공
4001015,부족 만들기,"장소 @item_1202#@1#r (이 지역은 파트너를 위한 모임 장소가 될 것이며, 파트너는 @item_1202# 주변의 상자에 물품을 보관할 것입니다)",장소 @item_1202#@1
4002001,끈질긴 노력 I,반복되는 실패와 반복되는 전투 @1#r(낙담하지 말고 계속 잘하세요),실패와 실패 @1
4002002,끈질긴 노력 II,반복되는 실패와 반복되는 전투 @1#r(낙담하지 말고 계속 잘하세요),실패와 실패 @1
4002003,끈질긴 노력 III,반복되는 실패와 반복되는 전투 @1#r(낙담하지 말고 계속 잘하세요),실패와 실패 @1
4002004,산소 영역 I,@item_11075#를 사용하여 @item_1042#@1을 활성화하십시오#r(활성화 후에는 큰 산소 영역이 생성될 수 있으며 산소 영역의 저산소증에 대해 걱정할 필요가 없습니다),@item_1042#@1 활성화
4002005,산소 영역 II,@item_11075#를 사용하여 @item_1042#@1을 활성화하십시오#r(활성화 후에는 큰 산소 영역이 생성될 수 있으며 산소 영역의 저산소증에 대해 걱정할 필요가 없습니다),@item_1042#@1 활성화
4002006,산소 구역 III,@item_11075#를 사용하여 @item_1042#@1을 활성화하십시오#r(활성화 후에는 큰 산소 영역이 생성될 수 있으며 산소 영역의 저산소증에 대해 걱정할 필요가 없습니다),@item_1042#@1 활성화
4002007,표시 사이트 I,@item_11076#을 사용하여 @item_1042#@1#r(지도에서 마커를 생성하려면 불을 켜십시오),@item_1042#@1을 켜십시오.
4002008,표시된 위치 II,@item_11076#을 사용하여 @item_1042#@1#r(지도에서 마커를 생성하려면 불을 켜십시오),@item_1042#@1을 켜십시오.
4002009,표시된 위치 III,@item_11076#을 사용하여 @item_1042#@1#r(지도에서 마커를 생성하려면 불을 켜십시오),@item_1042#@1을 켜십시오.
4002010,미라 서바이벌 I,Myra @1일 생존,Myra @1일 생존
4002011,미라 서바이벌 II,Myra @1일 생존,Myra @1일 생존
4002012,미라 서바이벌 III,Myra @1일 생존,Myra @1일 생존
4002013,불타는 별 서바이벌 I,불타는 별에서 살아남기 @1일,불타는 별에서 살아남기 @1일
4002014,불타는 별 서바이벌 II,불타는 별에서 살아남기 @1일,불타는 별에서 살아남기 @1일
4002015,불타는 별 서바이벌 III,불타는 별에서 살아남기 @1일,불타는 별에서 살아남기 @1일
4002016,귀여운 눈 생존 I,귀여운 눈으로 살아남기 @1일,귀여운 눈으로 살아남기 @1일
4002017,귀여운 눈 서바이벌 II,귀여운 눈으로 살아남기 @1일,귀여운 눈으로 살아남기 @1일
4002018,귀여운 눈 서바이벌 III,귀여운 눈으로 살아남기 @1일,귀여운 눈으로 살아남기 @1일
4003001,사막 모험!,Myra에서 사막 생태계에 발을 들여 놓으십시오.,미라에서 사막 찾기
4003002,오아시스를 발견하세요!,미라 사막에서 오아시스 생태 찾기 및 입력,사막에서 오아시스 찾기
4003003,상업의 길 - 사막 I,오아시스 캠프 @1에서 친절한 상인들과 거래하십시오#r(여기 상인들은 사막 유적에 들어가기 위한 핵심 소품으로 소문난 @item_11637#이라는 것을 판매합니다),오아시스 캠프에서 친절한 상인들과 거래 @1
4003004,상업의 길 - 사막 II,오아시스 캠프에서 배반적인 상인들과 거래하세요#r (가격은 사장님과 똑같아 보입니다!),오아시스 캠프에서 위험한 상인들과 거래 @1
4003005,상업의 길 - 사막 III,오아시스 캠프에서 신비한 상인과 거래 @1#r(캐러밴에는 평범한 사람들과 매우 다른 옷을 입고 다른 방식으로 거래하는 상인이 있습니다. 그는 원하는대로 사람들과 헛소리를 하는 것을 좋아하지 않습니다.),오아시스 캠프에서 신비한 상인과 거래 @1
4003006,너무 크다,"자이언트 포이즌 테일 스콜피온 @1 #r (사막에는 많은 포이즌 테일 스콜피온이 숨겨져 있는데, 일정 수를 물리친 후에는 빅 브라더에게 도움을 요청할 것입니다...)",패배 @item_13829
4003007,흐르는 모래,@item_11637#@1 #r @item_29#(@item_11637 #은 일부 사각형을 고체에서 액체로 바꿀 수 있습니다. 충전하고 적중 사각형을 던지십시오.),던지기 @item_11637
4003008,아하! 내꺼야!,사막 유적(사막 오아시스 아래 유적 중앙에는 먼지로 뒤덮인 전생 기술이 있습니다. ..),사막 유적에서 @item_11575 찾기
4003009,사막 통치자의 전투,모래의 제왕을 물리치고 @item_12311##r(일반적으로 모래폭풍이 동반됩니다),사와라 경을 물리치고 @item_12311#을 얻으십시오.
4003010,사막을 정복하십시오!,"""황무지 여행자"" 목표의 모든 임무를 완료하십시오.","""황무지 여행자"" 목표의 모든 임무를 완료하십시오."
4004001,얕은 바다 모험!,미라의 얕은 바다 생태 #r에 발을 들여 놓으십시오(얕은 바다 지역은 동식물이 풍부하고 수압이 작으며 비교적 안전합니다).,미라에서 얕은 바다 찾기
4004002,산소 정제 장치,처리 @item_1045#@1#r(산소 발생 물질로 장치를 채우면 산소를 추출할 수 있음),가공 @item_1045
4004003,산소 수집,@item_1048#@1#r(산소를 수집하려면 @item_1047#을 @item_1045#에 넣으십시오),@item_1048#@1을 얻으십시오.
4004004,산소 배낭,처리 및 착용 @item_12275#@1#r(@item_1048# 캔을 몇 개 더 준비한 다음 다이빙을 하면 더 안전합니다),가공 및 착용 @item_12275
4004005,다이빙 장비 1,가공 및 마모 @item_11642#@1#r(수중 조명의 경우 @item_11642#),가공 및 착용 @item_11642
4004006,다이빙 장비 2,처리 및 착용 @item_11643 #@1#r(수중 압력의 경우 @item_11643 #),가공 및 착용 @item_11643
4004007,다이빙 장비 3,가공 및 착용 @item_11644#@1#r(수중 이동 가속화를 위한 @item_11644#),가공 및 착용 @item_11644
4004008,전설적인 낚시꾼,"해변 어촌의 전설적인 낚시꾼과의 무역 #r (어촌은 머리에 왕관을 쓰고 무자비한 역할을 하며, 한 사람의 뛰어난 낚시 기술만이 마을 전체의 식량 공급을 지원할 수 있습니다)",바다에서 전설적인 낚시꾼과 거래
4004009,포세이돈,"해변 어촌에서 @item_11655 #@item_1193 #@1 #r 사용하세요 (아이돌은 모두 등대에 있고, 어촌을 돌아다니고, 수리 후 아이돌을 다시 클릭하면 좋은 일이 생길 것입니다)",해변 어촌의 복원 @item_1193#@1
4004010,심해 모험!,Myra에 대한 심해 생태 #r에 발을 들여 놓으십시오(심해는 위험으로 가득 차 있고 깊이 들어갈수록 수압이 강해지고 일반인은 잠수 장비를 착용하지 않고는 생존하기 어렵습니다).,Myra에서 심해 찾기
4004011,무인도에 도착,Myra의 사막 섬 생태 #r에 발을 들여 놓으십시오(해적들은 사막 섬에 주둔하는 것을 좋아하고 때때로 해적들이 남긴 보물을 찾습니다).,미라에서 무인도 찾기
4004012,해적 상인,"해적 상인들과 거래하기#r (해적 상인들은 소프트를 괴롭히고 하드를 두려워하며, 그는 자신보다 강한 사람들과만 거래하고, 그와 거래하기 전에 가장 강한 장비를 바꿀 것입니다)",해적 상인 거래
4004013,붉은 지구 섬에 도착,Myra에 있는 후자 섬의 생태 #r에 발을 들여 놓으십시오(후자 섬의 토양에는 이상한 물질이 포함되어 있으며 일반 동식물은 이 환경에서 생존할 수 없으며 살아남은 생물은 몇 가지 놀라운 변화를 겪었습니다).,미라에서 늦은 섬 찾기
4004014,파인애플 너머,@item_1187#@1을 사용하십시오#r (붉은 지구 섬의 특수 식물을 뱃속에 먹지 마십시오. 붉은 지구 섬이 내뿜는 먼지를 들이마시면 갑자기 병에 걸리고 미치게 됩니다.),@item_1187#@1 사용
4004015,산호섬에 도착,Myra의 산호섬 #r에 발을 들여 놓으십시오(산호섬 전체의 붉은 모래는 산호를 살아 있게 하여 물 없이도 생존할 수 있습니다. 일부 산호섬은 가구 디자이너를 찾을 수 있습니다),미라에서 산호섬 찾기
4004016,섬 상인,섬 상인과 거래하십시오#r(그녀의 가구 디자인은 항상 새로운 트릭을 능가합니다),섬 상인과 거래
4004017,섬을 정복하십시오!,"모든 종류의 섬 찾기#r(마운트 사막 섬, 산호 섬, 후자 섬)",모든 유형의 섬 찾기
4004018,번개 코어,@item_11648#@1#r (심해 바닥에 가라앉은 배를 보세요),@item_11648#@1을 얻으십시오.
4004019,번개의 힘!,"룬이 무기를 넣을 때 ""번개 채찍"" 항목을 얻습니다#r (룬이 넣을 때 보조 재료를 추가하여 ""번개 채찍"" 항목을 얻습니다)","룬 모자이크는 ""번개 채찍""이라는 항목을 가져옵니다."
4004020,수호자 하트,바다 정령 경비대를 물리치고 @item_11640#@1 #r (심해에서 바다 정령 경비대와 싸울 때 조심하세요),@item_11640#@1을 얻으십시오.
4004021,고개가 되다,@item_11641#을 사용하여 변환#r(룬 파워는 몸 전체에 주입됩니다),@item_11641#을 사용하여 변환
