ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
361,Bonnie,"Sous la belle apparence, il y a des dangers cachés, ne soyez pas confus.",,Avatar : Déverrouiller l'avatar.,Effets corporels : Entouré d'une lumière magnifique!,,,,
362,Red Devil Yami,"Le petit diable rouge de Genki aime beaucoup le sport. N'ayant pas peur du froid, elle est la plus active dans les clubs et n'a tendance à cracher des flammes que lorsqu'elle est excitée.",,Avatar : Déverrouiller l'avatar.,Body FX : Entouré de flocons de neige d'un blanc pur !,,,,
363,Elfe des neiges,"Les elfes qui vivent dans les profondeurs de la forêt de glace et de neige sont timides et enveloppés de peluches blanches comme neige, et peu de gens peuvent voir leurs vraies couleurs.",,"Transformation Spéciale : Vivez une transformation en jeu, modifiant votre apparence et votre statut !","#cda5b0a Déguisement : Passez en mode lutin hivernal, cliquez sur le bouton de gauche pour prévisualiser. #n",Caractéristique : Résistance au gel !,Matériau spécial : vêtements avec cristaux de glace.,Cadre d'avatar : Se déverrouille automatiquement.,
364,Elfe d'hiver,"Le petit cristal de glace béni se transforme en un adorable elfe d'hiver, portant un sac rempli de petits flocons de neige, saupoudrant les flocons de neige doux dans le monde, ajoutant une touche de plaisir aux couleurs hivernales monotones.",,"Transformation Spéciale : Vivez une transformation en jeu, modifiant votre apparence et votre statut !",#cda5b0a Transformation : Cliquez à gauche pour prévisualiser la forme de l'esprit de glace. #n,Caractéristique : Elfe hivernal insensible au gel.,Matériau spécial : vêtements avec cristaux de glace.,Cadre d'avatar : Se déverrouille automatiquement.,
365,rose,"La princesse du pays de la nuit noire est toujours entourée de pétales rouge sang, le jus des roses teint sa jupe en rouge, elle danse au clair de lune avec le parfum des fleurs, et possède le mystérieux pouvoir de la vie éternelle.",,Avatar : Déverrouiller l'avatar.,Effets sur le corps : Les roses sont dispersées sur le corps!,,,,
366,Valentine,"Le garçon tueur de dragon, qui a été contrôlé par les démons pendant de nombreuses années, a toujours vécu une vie loin des gens et seul afin d'éviter de blesser les innocents. Chaque fois qu'il sent le sang, il ne peut pas contrôler l'énergie démoniaque dans son corps. Après avoir repris conscience, il est toujours extrêmement ennuyé, mais avec la croissance et la défaite progressive des démons, le garçon tueur de dragon est finalement devenu un dragon.",Les objets débloqués peuvent être obtenus par l'événement,Avatar : Déverrouiller l'avatar.,Effets sur le corps : Plumes flottant sur le corps!,,,,
367,ratio élevé,"Une carte de souhait mystérieuse, appelant le magicien Gobi à explorer une magie inconnue. Afin d'entrer dans ce nouveau monde romantique et mystérieux, Gobi commence un voyage vers la mer d'étoiles.",,Avatar : Déverrouiller l'avatar.,Effets sur le corps : Starlight dérive du corps!,,,,
368,,,,,,,,,
369,"Armure ciel écarlate, Hua Mulan","Chevaux d'argent et de fer, tambours de guerre se disputent, chevaux sifflent et les gens bouillent, épées et épées.
Sur le champ de bataille de chair et de sang, je n'ai jamais eu peur, juste parce que je porte ma famille et mon pays sur mon dos, seulement dans d'innombrables nuits tardives, la solitude et le désir couleront des coins de mes yeux avec des larmes.",,"Changements spéciaux : Le jeu peut réaliser la fonction de transformation, en changeant la forme et l'état!","#cda5b0a travestissement : Vous pouvez basculer la forme boudoir, cliquez sur le bouton à gauche pour prévisualiser. #n","#cda5b0a voix exclusive : voix exclusive sera jouée dans la carte, cliquez sur le bouton à gauche pour écouter! #n",Cadre d'avatar : déverrouille automatiquement le cadre d'avatar dynamique lorsqu'il est obtenu.,,
370,"Yue Jin Du Meng, Hua Mulan","Qui a dit qu'une fille n'est pas aussi bonne que Lang? La fille de la famille Hua est naturellement une femme qui ne permet pas à un homme! Une femme dure peut prendre une route plus difficile qu'une femme ordinaire, mais pour le bien de sa famille et de son pays, tout en vaut la peine",,"Changements spéciaux : Le jeu peut réaliser la fonction de transformation, en changeant la forme et l'état!","#cda5b0a travestissement : Vous pouvez changer la forme militaire, cliquez sur le bouton à gauche pour prévisualiser. #n","#cda5b0a voix exclusive : voix exclusive sera jouée dans la carte, cliquez sur le bouton à gauche pour écouter! #n",Cadre d'avatar : déverrouille automatiquement le cadre d'avatar dynamique lorsqu'il est obtenu.,,
371,Blé simple,"Dessert Planet Stagiaire Magicien. Il est meilleur pour faire du pain alcalin à base d'eau, et il est aussi fan de Hanfu. A l'heure actuelle, la qualité de la nourriture faite avec des sorts n'est pas stable, et il y a souvent des surprises inattendues.",Débloquer de l'événement,Avatar : Débloquer l'avatar.,Effets sur le corps : Le corps dérive avec des nœuds d'eau alcaline!,,,,
372,Explosion,"Frappez chaque coup!
Regardez bien, vous allez certainement aimer ce ballon!",,Avatar : Débloquer l'avatar.,Effets corporels : les flammes flottent du corps!,,,,
373,Saralina,"Quilleur sans échec!
Prenez-le, c'est mon cadeau pour vous!",,Avatar : Débloquer l'avatar.,Effets sur le corps : des étincelles vont éclater de la tête!,,,,
374,Douce petite fille,"Sweetheart est une sœur rare qui l'aide toujours, mais neuf fois sur dix, elle va foutre le bordel. Elle est membre fondatrice de la Légion Lovely et recherche généralement ses talents avec Apple Lili et Eye-catching Lulu, mais son plus grand souhait est de vivre heureux avec sa sœur.",,Avatar : Débloquer l'avatar.,Effets corporels : des notes de musique flottantes!,,,,
375,fille lulu frappante,"Plus aventureuse que les histoires émotionnelles, Lulu est toujours énergique et garçonne. Bien que ses compétences en vol soient très limitées, elle peut habilement utiliser ses ailes pour l'aider à propulser le flyboard et à effectuer une série de mouvements difficiles.",,Avatar : Débloquer l'avatar.,Effets sur le corps : Spot de lumière flottant sur le corps!,,,,
376,,,,,,,,,
377,,,,,,,,,
378,Shanzhu,"Ronde, potelée
Manteau rouge pourpre à la pulpe blanche comme neige,
Le doux et l'aigre sont entrelacés dans le cœur,
C'est le parfum de la nature.",,Avatar : Débloquer l'avatar.,Effet corporel : Les fleurs de Mangkhut sont éparpillées sur le corps!,,,,
379,Miaou Meng Cuisine,"Le chef Meow Meng, qui vient d'une célèbre famille culinaire, fera se délecter les foodies tant qu'il apparaîtra. Son célèbre dicton est ""Tous les poissons dans mes mains peuvent être transformés en plats délicieux"".",,Avatar : Débloquer l'avatar.,Empreintes de pattes de chat où tu passes.,,,,
380,"Agent bête extrême, nounou","Une équipe médicale d'élite de la famille des chèvres, son conseil de technologie peut voir tous les agents qui doivent être traités. Lorsqu'il y a une situation anormale, ils iront immédiatement la traiter en pulvérisant de la solution de récupération.",,Avatar : Débloquer l'avatar.,,,,,
381,SENRO,"Le mystérieux messager du vide, l'immensité de l'univers a ses croyances, et pour cette raison, il préférerait se sacrifier aux ténèbres. La planète stérile est sa prison solitaire, mais elle ne peut pas l'empêcher de fouiller dans le monde. N'essayez pas de l'attraper, car ce que vous voyez n'est toujours que son fantôme.",,Avatar : Débloquer l'avatar.,Effet corporel : Énergie du vide,,,,
382,Princesse des Glaces Elena,"Elena, princesse glaciale et majestueuse de la forêt, a un tempérament ouvert et doux, et est très appréciée par les petits lutins de la forêt. Elle est l'âme de la forêt, émettant chaleur et tolérance, devenant un guide pour les gens dans leur cœur.",,Avatar : débloquer l'avatar.,Effet corporel : Entouré de flocons de neige blancs !,Caractéristique : La princesse des glaces n'est affectée par aucun effet de gel !,Cadre pour avatar : débloquez automatiquement le cadre d'avatar animé.,Trace de pas de marche : Laissez des traces de sept couleurs de flocons de neige sur les endroits où vous êtes passés.,
383,"Princesse des Neiges, Evelyn","Evelyn est une chevalière de cristal de glace. En tant que petite sœur, elle a une personnalité introvertie et solide, et aime se cacher dans la forêt. Elle n'apparaît que dans les moments de crise et est un soutien fiable pour sa sœur aînée, Eléna.",,Avatar: débloquez cet avatar.,Effet corporel: des flocons de neige blancs flottent tout autour d'elle.,Caractéristique: La princesse des neiges n'est affectée par aucun effet de gel !,Cadre d'avatar: débloqué automatiquement après l'obtention du cadre d'avatar dynamique.,,
384,Seigneur des deux poissons Isis,"Le Poème de l'Eau, une légende d'amour.
Totem de la Mer des Étoiles, où les âmes crient.
Cet ancien gardien des océans est à la fois un rédempteur et un martyr.",,Avatar: Débloquez l'Avatar,Effet Corporel: Le corps est enveloppé dans l'énergie des Poissons!,,,,
385,La Seigneur des poissons jumeaux Helena,"Née sous le signe des Poissons, messagère de la mer. 
Des larmes tombent dans l'océan infini, où les poissons goûtent la tristesse. 
Au milieu de l'immensité étoilée, elle danse au murmure des poissons.",,Avatar : Débloquer Avatar,Effet corporel : Le corps est enveloppé de l'énergie des Poissons !,,,,
386,Gardien du vide Serina,"En cette nuit de vide cosmique, le paquet se redistribue. Les cycles du temps, les cauchemars assiègent et la guerre du mal se profile. Une ombre fugace dans l'obscurité, ma frappe est rapide.",,"Transformation spéciale : Vivez une métamorphose dans le jeu, changeant votre apparence et votre statut !",#cda5b0aChangement de costume : Passez à l'attirail des Ombres du Vide. Cliquez sur le bouton de gauche pour un aperçu. #n,Transformez-vous : Cliquez sur le bouton de gauche pour vous transformer en une bête.,#cda5b0aVoix off exclusive : Une voix off exclusive sera diffusée sur la carte. Cliquez sur le bouton de gauche pour écouter ! #n,Avatar Frame : Débloquez la peau pour obtenir une Avatar Frame exclusive !,
387,Void Shadow Serina,"Parsemées dans la nuit, les étoiles sont imprégnées d'énergie du vide.
Une stèle dans le ciel nocturne, chuchotant un sort de résurrection.
Les longs cheveux dansants tissent mon armure d'ombres.",,"Transformation spéciale: Vivez la transformation en jeu, modifiant votre apparence et votre statut!",#cda5b0aChangement de costume: Passez à l'attirail de Gardien du Vide. Cliquez sur le bouton de gauche pour un aperçu.#n,Transformation: Cliquez sur le bouton de gauche pour vous transformer en bête.,#cda5b0aDoublage exclusif: Un doublage exclusif se jouera sur la carte. Cliquez sur le bouton de gauche pour écouter!#n,Cadre d'avatar: Débloquez la peau pour obtenir un cadre d'avatar exclusif!,
388,Fleurs exquises,"Changer le destin dans la pièce, protéger la patrie dans la réalité.
Je suis la Princesse des Fleurs, dansant à l'intérieur du pavillon.
- La collaboration ""Princesse des Fleurs"" de l'Opéra Hunan",,Avatar déverrouillé,Effet corporel: Des fleurs vous entourent!,,,,
389,Long Yu,"Comprendre tout en examens, toujours deviner correctement, toujours réussir, étoiles chance~",,Avatar : Avatar déverrouillé.,Effet corporel : Des pièces d'or flottent autour de son corps !,,,,
390,Li Yao,"Qui a dit que les poissons n'ont qu'une mémoire de sept secondes! Oh, à qui est-ce que ce Hongbao a été offert tout à l'heure?",,Avatar: Avatar déverrouillé.,Effet corporel: des points dorés flottent autour du corps!,,,,
391,,,,,,,,,
392,,,,,,,,,
393,,,,,,,,,
394,Berry Sweetheart,"La véritable identité de Berry Sweetheart réside dans son rôle d'elfe de gâteau aux fruits. Elle aime dissimuler ses talents et ne les révèle que lorsque personne n'est autour. En secret, elle crée des gâteaux sucrés sur un long banc en utilisant la magie.",,Avatar: Débloquer l'Avatar,Effet corporel: Les baies enveloppent le corps!,,,,
395,Angelica,"Angelica est une envoyée du royaume céleste. Sa mission est de transmettre des messages d'amour et d'espoir aux mortels. Avec ses pouvoirs de guérison, elle veille sur les blessures des gens, apportant chaleur et lumière à leur cœur.",,Avatar: Déverrouiller l'avatar,Effet corporel: Une énergie de guérison vous entoure!,,,,
396,Mini - Avion de guerre écarlate,"Une forme de vie mécanique qui privilégie la vitesse et la puissance de feu. Tout son corps écarlate ressemble à un avion de chasse haute vitesse. Quatre lames d'énergie sont intégrées de chaque côté de son fuselage, prêtes à trancher les ennemis.",,Avatar: Débloquer Avatar,Effet de corps: Les flammes dansent autour du corps!,Transformation: Cliquez sur le bouton pour vous transformer en mode avion de chasse.,,,
397,Mode Dragon,"En tant que leader de tendance non conventionnel, il transporte des rêves à travers les terres, offrant des opportunités à ceux qui recherchent l'innovation.",,Avatar: Débloquer l'Avatar,Effet de peau: Une douche de pièces d'or cascade tout autour!,,,,
398,Fitter,"Le père de Fitter dirige le clan d'assassins du continent Norland. Lorsque ses parents ont disparu en combattant les monstres du Néant, Fitter a entrepris une quête pour explorer le mystérieux royaume du Néant et les retrouver.",,Avatar : Débloquez l'avatar,Effet corporel : Le pouvoir du Néant flotte autour du corps !,,,,
399,Eilo,"Initialement une bonne élève à l'école Norland et une ""petite princesse"" protégée par ses parents, Eilo a soudainement manifesté la capacité d'entrer dans le royaume du Néant. Guidée par Fitter, elle est devenue une habile assassin féminine, chassant les créatures du Néant aux côtés de Fitter.",,Avatar: Débloquer Avatar,Effet Corporel: Le pouvoir du Néant flotte autour du corps!,,,,
400,Lantern Girl,"Lantern Girl, née et élevée dans un village rustique, hérite de l'artisanat de la lanterne transmis à travers les générations de sa famille. Dès son plus jeune âge, elle est devenue apprentie sous la tutelle de son grand-père, plongeant dans l'art de la fabrication de lanternes. Sa maîtrise de cet artisanat est inégalée, car elle mélange habilement une variété de matériaux et de techniques pour créer des lanternes distinctives. Avec une détermination inébranlable, elle imprègne chaque création d'émotions, les animant d'une présence captivante.",,Avatar: Débloquer l'avatar,Effet de corps: Des fleurs jaunes vous entourent!,,,,
401,StarSpeed,"StarSpeed, un employé de la messagerie interstellaire ""Star Express"", assume la tâche cruciale de livrer des colis à travers les planètes. Il traverse l'étendue cosmique, convaincu que son travail joue un rôle essentiel dans le maintien de l'harmonie et de la prospérité de l'univers. Reconnaissant l'unicité de chaque écosystème planétaire, il suit méticuleusement les protocoles de l'entreprise pour assurer la livraison sûre et en temps voulu de chaque colis.",,Avatar: Débloquer l'avatar,Empreinte: Laisse des empreintes de pas interstellaires partout où vous marchez.,,,,
402,La Fille Orange,"La Fille Orange est une âme sensible, facilement touchée par le monde qui l'entoure. Ses larmes coulent librement lorsqu'elle exprime ses émotions, mais elles ne sont pas un signe de faiblesse ; elles révèlent plutôt ses vrais sentiments. Elle nourrit une profonde bonté et traite tout le monde avec sincérité et amour. Bien qu'elle puisse sembler timide, son courage et sa résilience brillent intensément lorsqu'elle est confrontée à des défis.",,Avatar: Débloquer Avatar,Empreinte : Laisse des empreintes de crabes partout où vous marchez.,,,,
403,Ink Bamboo (Permanent),"Ink Bamboo est une fée résidant dans une peinture à l'encre. Elle mène une vie isolée, accompagnée seulement de bambous en tant que compagnons fidèles et d'encre en tant que confident de confiance. Ses peintures témoignent d'une qualité sans couture et extensive, capturant avec éloquence la grâce et la résilience inhérentes au bambou.",,Avatar: Déverrouiller Avatar,,,,,
404,Comet,"Comet se vante d'une compétence de pilotage exceptionnelle et de compétences avancées en matière de navigation interstellaire. Son vaisseau spatial glisse rapidement à travers l'immensité de l'espace interstellaire, arrivant toujours à sa destination avec une précision extrême. De plus, elle excelle en tant que mécanicienne, capable de réparer et de maintenir divers vaisseaux spatiaux et équipements mécaniques.",,Avatar : Débloquer l'avatar,Effet corporel : Des étincelles d'étoiles brillent autour de vous !,,,,
405,Crimson Guardian,"Dans la culture traditionnelle chinoise, le dragon symbolise depuis longtemps la force et la bonne fortune. Créé spécialement par Hasbro pour l'année du Dragon, l'édition limitée [Crimson Guardian] vous invite à faire face courageusement aux défis et à surmonter les obstacles de cette année de chance !",,Avatar : Débloquer l'avatar,Effet corporel : Des flammes vous entourent !,Transformation : Cliquez sur le bouton à droite pour passer en mode robot ou véhicule !,Empreinte : Laisse des empreintes de dragon partout où vous marchez.,,
406,Cherry Insight,"Cherry Insight est un garçon doux et au cœur pur, incarnant les qualités des fleurs de cerisier. Il croit que chaque fleur de cerisier raconte sa propre histoire unique et il est prêt à écouter ces contes.",,Avatar : Avatar débloqué,Empreinte : Laisse des empreintes de feuilles de fleurs partout où vous marchez.,,,,
407,Printemps Cherry,"Vivant dans une ville pittoresque entourée de cerisiers en fleurs, Spring Cherry attend avec impatience chaque année la chance de rencontrer son destin quand les cerisiers fleurissent comme une peinture poétique.",,Avatar: Déverrouiller l'avatar,Empreinte: Laisse des empreintes de fleurs partout où vous marchez.,,,,
408,Frey,"Frey, le dieu qui surveille le soleil et les récoltes, insuffle vitalité et vigueur à la terre. Il est également responsable de mener ses camarades dans les batailles. À travers ces conflits intenses, il déploie constamment sa brillance et son honneur en tant que grande divinité.",,Avatar: Débloquez l'avatar,Effet corporel: Des runes sacrées vous entourent!,Empreinte: Laisse des empreintes de soleil partout où vous marchez.,,,
409,Bénédiction de baies de Lin Yun,"Lin Yun, la divinité protectrice chargée de vaincre les forces malveillantes, porte le devoir solennel de protéger le monde mortel. Armée de sagesse et de courage comme armes, et guidée par la bienveillance et la justice comme principes, elle assure l'harmonie et la tranquillité du monde.",,Avatar: Débloquer Avatar,Effet corporel: Des fraises enveloppent le corps!,,,,
410,Lapin Donut Yue Po,"Yue Po, un lapin d'une habileté exceptionnelle et d'une grande richesse, entretient une soif d'exploration pour le monde inconnu. Elle se réjouit de parcourir de longues distances, à la recherche de nouvelles expériences fascinantes.",,Avatar: Déverrouiller avatar,Effet corporel: le corps est enveloppé de fromage à la crème !,,,,
411,,,,,,,,,
